Other_Seal_ID,Well_Report_ID,Other_Seal_Type,From,To,At
3756,12001927,Driven,null,null,61
3757,12001928,Drive Shoe,null,null,40
3758,12001929,Drive Shoe,null,null,80
3759,12001930,Driven,null,null,100
3760,12001930,Formation Packer,null,null,123
3761,12001930,Formation Packer,null,null,126
3762,11664066,Driven,null,null,44
3763,12001931,Driven,null,null,41
3764,12001931,Formation Packer,null,null,74
3765,12001931,Formation Packer,null,null,75
3766,12001932,Driven,null,null,40
3768,12001932,Formation Packer,null,null,61
3769,12001933,Driven,null,null,140
3770,12001933,Formation Packer,null,null,180
3772,12001934,Driven,null,null,80
3773,12001934,Formation Packer,null,null,90
3774,12001934,Formation Packer,null,null,91
3775,12001935,Drive Shoe,null,null,42
3776,12001936,Drive Shoe,null,null,21
3777,12001939,Drive Shoe,null,null,21
3778,12001940,Shale Trap,null,null,207
3779,12001942,Welded Ring,null,null,8
3780,12001942,Welded Ring,null,null,25
3781,12001942,Drive Shoe,null,null,40
3782,12001942,Shale Trap,null,null,75
3783,12001945,Formation Seal,null,null,233
3784,12001946,Drive Shoe,null,null,31
3785,12001947,Drive Shoe,null,null,34
3786,12001944,Drive Shoe,null,null,60
3787,12001944,Shale Trap,null,null,62
3788,11588687,Driven,null,null,189
3789,11588738,Driven,null,null,59
3790,11588776,Driven,null,null,72
3791,11588810,Driven,null,null,106
3792,11588847,Driven,null,null,96
3793,11588887,Driven,null,null,78
3794,11588928,Driven,null,null,27
3795,11588956,Driven,null,null,138.5
3797,12001953,Drive Shoe,null,null,111
3799,12001954,Driven,null,null,39.63
3800,12001954,Shale Trap,null,null,80
3801,12001954,Shale Trap,null,null,180
3802,12001954,Shale Trap,null,null,250
3803,12001955,Formation Packer,null,null,80
3804,12001956,Driven,null,null,79
3808,12001957,Driven,null,null,140
3812,12001959,Welded Ring,null,null,145
3813,12001960,Welded Ring,null,null,136
3814,12001961,Welded Ring,null,null,110
3815,12001962,Drive Shoe,null,null,106
3816,12001965,Driven,null,null,37
3817,12001968,Shale Trap,null,null,255
3818,12001971,Shale Trap,null,null,58
3819,12001973,Shale Trap,null,null,52
3820,12001975,Shale Trap,null,null,46
3821,12001977,Shale Trap,null,null,138
3823,12001980,K-Packer,null,null,195
3824,12001981,Shale Trap,null,null,60
3826,12001984,Shale Trap,null,null,111
3827,11588978,Driven,null,null,36
3828,11589019,Driven,null,null,85
3829,11589064,Driven,null,null,76
3830,11589112,Driven,null,null,208
3831,11589112,K-Packer,null,null,200
3832,11589155,Driven,null,null,58
3833,11589184,Driven,null,null,141
3834,11589225,Driven,null,null,61
3835,11589256,Driven,null,null,91
3836,11589321,Driven,null,null,57
3837,11589359,Driven,null,null,118
3838,11589393,Driven,null,null,40
3839,11589412,Driven,null,null,95
3840,11589442,Driven,null,null,80
3841,11589483,Driven,null,null,97
3842,11589571,Driven,null,null,197
3843,12001988,Driven,null,null,125
3844,11589647,Driven,null,null,53.5
3845,11589691,Driven,null,null,58
3846,12001989,Shale Trap,null,null,180
3847,11589721,Driven,null,null,160
3848,11589772,Driven,null,null,155
3849,12001992,Driven,null,null,63.5
3850,11667674,Driven,null,null,152
3851,11667711,Driven,null,null,66
3852,11667993,K-Packer,null,null,108
3853,11667993,K-Packer,null,null,186
3854,12002003,Shale Trap,null,null,200
3855,11668195,K-Packer,null,null,95
3856,12002018,Shale Trap,null,null,78
3857,12002020,Welded Ring,null,null,12
3858,12002020,Welded Ring,null,null,13
3859,11701924,Driven,null,null,97
3860,11701854,Drive Shoe,null,null,70
3861,11516650,Driven,null,null,61
3862,11516650,Shale Trap,null,null,61
3863,11665136,Drive Shoe,null,null,183
3864,11665136,Shale Trap,null,null,182
3865,12002024,Shale Trap,null,null,291
3866,12002026,Drive Shoe,null,null,79
3867,12002027,Shale Trap,null,null,77
3868,12002027,Drive Shoe,null,null,78
3869,12002028,Drive Shoe,null,null,200
3870,12002028,Shale Trap,null,null,197
3871,12002029,Drive Shoe,null,null,60
3872,12002029,Driven,null,null,60
3873,12002031,Driven,null,null,45
3874,12002032,Drive Shoe,null,null,248
3875,11583662,Driven,null,null,77
3876,12002034,Shale Trap,null,null,140
3877,12002034,Shale Trap,null,null,137
3878,12002035,Shale Trap,null,null,300
3879,12002036,Drive Shoe,null,null,58
3880,12002039,Drive Shoe,null,null,42
3881,12002040,Drive Shoe,null,null,76
3882,12002041,Drive Shoe,null,null,94
3883,12002042,Drive Shoe,null,null,126
3884,12002043,Drive Shoe,null,null,56
3885,12002043,Shale Trap,null,null,120
3886,12002044,Drive Shoe,null,null,79
3887,12002046,Drive Shoe,null,null,324
3888,12002047,Shale Trap,null,null,82.020997
3889,12002048,Shale Trap,null,null,187
3890,12002052,Shale Trap,null,null,86
3891,12002058,Shale Trap,null,null,85
3892,12002076,Shale Trap,null,null,84
3893,12002082,Welded Ring,null,null,78
3894,12002083,Welded Ring,null,null,330
3895,12002088,Welded Ring,null,null,128
3896,12002089,Welded Ring,null,null,60
3897,12002092,Drive Shoe,null,null,71
3898,12002092,Welded Ring,null,null,70
3899,12002098,Welded Ring,null,null,109
3900,12002110,Shale Trap,null,null,50
3901,12002110,Shale Trap,null,null,90
3902,12002110,Shale Trap,null,null,109
3903,12002111,Shale Trap,null,null,55
3904,12002114,Shale Trap,null,null,80
3905,12002114,Driven,null,null,80
3906,12002115,Driven,null,null,60
3907,12002116,Shale Trap,null,null,200
3908,12002119,Shale Trap,null,null,160
3909,12002120,Shale Trap,null,null,61
3910,12002122,Shale Trap,null,null,72
3911,12002121,Formation Seal,null,null,59
3912,12002123,Shale Trap,null,null,85
3913,12002127,Welded Ring,null,null,10
3914,12002127,Welded Ring,null,null,30
3915,12002127,Welded Ring,null,null,65
3916,12002127,Drive Shoe,null,null,88
3917,12002127,Shale Trap,null,null,95
3918,12002128,Welded Ring,null,null,7
3919,12002128,Drive Shoe,null,null,23
3920,12002128,Shale Trap,null,null,53
3921,12002129,Welded Ring,null,null,8
3922,12002129,Welded Ring,null,null,20
3923,12002129,Drive Shoe,null,null,28
3924,12002129,Shale Trap,null,null,42
3925,12002130,Welded Ring,null,null,11
3926,12002130,Drive Shoe,null,null,25
3927,12002130,Shale Trap,null,null,50
3928,12002090,Welded Ring,null,null,240
3929,12002133,Driven,null,null,18
3930,12002126,Shale Trap,null,null,100
3931,12002134,Shale Trap,null,null,140
3932,12001938,Drive Shoe,null,null,63
3933,11688194,Drive Shoe,null,null,37
3934,11688152,Drive Shoe,null,null,78
3935,11688129,Drive Shoe,null,null,78
3936,11688065,Drive Shoe,null,null,61
3937,11688029,Drive Shoe,null,null,78
3938,11687970,Drive Shoe,null,null,158
3939,11687940,Drive Shoe,null,null,58
3940,11687916,Drive Shoe,null,null,159
3941,11687891,Drive Shoe,null,null,62
3942,11687875,Drive Shoe,null,null,39
3943,11687836,Drive Shoe,null,null,39
3944,11678205,Drive Shoe,null,null,38
3945,11678168,Drive Shoe,null,null,57
3946,11678124,Drive Shoe,null,null,38
3947,11678107,Drive Shoe,null,null,32
3948,12000042,Drive Shoe,null,null,84
3949,11653467,Drive Shoe,null,null,96
3950,11653487,Drive Shoe,null,null,106
3951,11653679,Welded Ring,null,null,20
3952,11653679,Drive Shoe,null,null,43
3953,11653728,Welded Ring,null,null,20
3954,11653728,Drive Shoe,null,null,60
3955,11653774,Drive Shoe,null,null,138
3956,11653774,Shale Trap,null,null,180
3957,11653814,Drive Shoe,null,null,154
3958,11653860,Drive Shoe,null,null,170
3959,11653897,Drive Shoe,null,null,60
3960,11653915,Drive Shoe,null,null,67
3961,11654822,Drive Shoe,null,null,178
3962,11654855,Welded Ring,null,null,14
3963,11654855,Drive Shoe,null,null,40
3964,11654879,Drive Shoe,null,null,79
3965,11654901,Drive Shoe,null,null,58
3966,11654926,Shale Trap,null,null,150
3967,11654926,Shale Trap,null,null,180
3968,11652150,Driven,null,null,100
3969,11652159,Driven,null,null,100
3970,11652190,Driven,null,null,113
3971,11652233,Driven,null,null,44
3972,11700410,Driven,null,null,0
3973,11680666,Shale Trap,null,null,178.5
3974,11680666,Drive Shoe,null,null,179.17
3975,11680794,Drive Shoe,null,null,0
3976,11680794,Shale Trap,null,null,101.5
3977,11680844,Shale Trap,null,null,189.5
3978,11680844,Drive Shoe,null,null,190
3979,11680892,Other,null,null,0
3980,11680948,Shale Trap,null,null,98
3981,11680948,Drive Shoe,null,null,98.58
3982,11680990,Drive Shoe,null,null,179.5
3983,12002136,Drive Shoe,null,null,101
3984,12002136,Shale Trap,null,null,100
3985,12002137,Shale Trap,null,null,100
3986,12002137,Shale Trap,null,null,290
3987,12002137,Shale Trap,null,null,300
3988,12002138,Driven,null,null,30
3989,12002139,Driven,null,null,18
3990,11681035,Shale Trap,null,null,122.75
3991,11681111,Shale Trap,null,null,24
3992,11681111,Shale Trap,null,null,195
3993,11681111,Shale Trap,null,null,214
3994,11681111,Drive Shoe,null,null,203.67
3995,11681271,Shale Trap,null,null,88.5
3996,11681271,Drive Shoe,null,null,89.33
3997,11681388,Shale Trap,null,null,123.5
3998,11681388,Drive Shoe,null,null,124.17
3999,11681436,Shale Trap,null,null,123.83
4000,11681436,Drive Shoe,null,null,124.33
4001,11682212,Shale Trap,null,null,237.08
4002,11682212,Drive Shoe,null,null,237.58
4003,11682255,Shale Trap,null,null,121.5
4004,11682255,Drive Shoe,null,null,122
4005,11682302,Shale Trap,null,null,109.5
4006,11682302,Drive Shoe,null,null,110
4007,11682364,Drive Shoe,null,null,126.33
4008,11682595,Shale Trap,null,null,306.5
4009,11682595,Drive Shoe,null,null,307
4010,11682722,Shale Trap,null,null,234.75
4011,11682722,Drive Shoe,null,null,235.25
4012,11682764,Shale Trap,null,null,121.08
4013,11682764,Drive Shoe,null,null,121.58
4014,11698089,Drive Shoe,null,null,104.25
4015,11698119,Shale Trap,null,null,96
4016,11698119,Drive Shoe,null,null,96.5
4017,11682658,Shale Trap,null,null,109.5
4018,11682658,Drive Shoe,null,null,110
4019,11680756,Drive Shoe,null,null,174
4020,11682424,Drive Shoe,null,null,146.33
4021,11652256,Driven,null,null,60
4022,11652256,Shale Trap,null,null,105
4023,11652272,Driven,null,null,43
4024,11652297,Driven,null,null,120
4025,11652320,Driven,null,null,80
4026,11652320,Shale Trap,null,null,210
4027,11653582,Welded Ring,null,null,20
4028,11653582,Drive Shoe,null,null,69
4029,11652395,Driven,null,null,52
4030,11652447,Driven,null,null,38
4031,11652487,Driven,null,null,23
4032,11652585,Driven,null,null,40
4033,11652603,Driven,null,null,102
4034,11652661,Driven,null,null,78
4035,11652661,Shale Trap,null,null,90
4036,11652690,Drive Shoe,null,null,98
4037,11652745,Drive Shoe,null,null,0
4038,11652745,Shale Trap,null,null,350
4039,11652801,Drive Shoe,null,null,57
4040,11652820,Drive Shoe,null,null,38
4041,11652847,Drive Shoe,null,null,39
4042,11652847,Welded Ring,null,null,20
4043,11652874,Drive Shoe,null,null,35
4044,11653090,Drive Shoe,null,null,58
4045,11653195,Welded Ring,null,null,20
4046,11653195,Drive Shoe,null,null,45
4047,11653266,Drive Shoe,null,null,78
4048,11653296,Drive Shoe,null,null,117
4049,11653322,Drive Shoe,null,null,38
4050,11653417,Drive Shoe,null,null,80
4051,12002140,Shale Trap,null,null,80
4052,12002140,Driven,null,null,0
4053,12002141,Shale Trap,null,null,57
4054,12002141,Driven,null,null,0
4055,12002142,Shale Trap,null,null,140
4056,12002142,Driven,null,null,0
4057,12002148,Drive Shoe,null,null,140
4058,12002154,Drive Shoe,null,null,83
4059,12002154,Shale Trap,null,null,82
4060,12002157,Drive Shoe,null,null,118
4061,12002158,Drive Shoe,null,null,57
4062,12002160,Shale Trap,null,null,127
4063,12002163,Shale Trap,null,null,59
4064,12002164,Drive Shoe,null,null,280
4065,12002166,Drive Shoe,null,null,213
4066,12002167,Driven,null,null,5.5
4067,12002168,Driven,null,null,117
4068,12002169,Driven,null,null,120
4069,12002170,Driven,null,null,98
4070,12002171,Driven,null,null,98
4071,12002172,Driven,null,null,78
4072,12002173,Driven,null,null,98
4073,12002174,Drive Shoe,null,null,27
4074,12002174,Welded Ring,null,null,12
4075,12002174,Shale Trap,null,null,90
4076,12002175,Drive Shoe,null,null,69.33
4077,12002175,Shale Trap,null,null,70
4078,12002175,Welded Ring,null,null,10
4079,12002175,Welded Ring,null,null,34
4080,12002175,Welded Ring,null,null,50
4081,12002176,Drive Shoe,null,null,21.5
4082,12002176,Shale Trap,null,null,40
4083,12002176,Welded Ring,null,null,7
4084,11695405,Shale Trap,null,null,200
4085,12002178,Drive Shoe,null,null,77
4086,12002178,K-Packer,null,null,77
4087,12002179,Drive Shoe,null,null,58
4088,12002179,K-Packer,null,null,58
4089,12002179,Driven,null,null,58
4090,12002180,Drive Shoe,null,null,98
4091,12002180,K-Packer,null,null,98
4092,12002183,Drive Shoe,null,null,79
4093,12002184,Drive Shoe,null,null,72
4094,12002185,Driven,null,null,36
4095,12002187,Driven,null,null,96
4096,12002189,Shale Trap,null,null,80
4097,12002189,Driven,null,null,21
4098,12002191,Driven,null,null,25
4099,12002193,Driven,null,null,42
4100,11695461,Driven,null,null,177
4101,11695496,Driven,null,null,92
4102,11695525,Shale Trap,null,null,178
4103,11695568,Shale Trap,null,null,97
4104,12002195,Driven,null,null,38
4105,12002197,Drive Shoe,null,null,41
4106,12002201,Driven,null,null,118
4107,11488504,Driven,null,null,176
4108,11488504,Formation Packer,null,null,200
4109,11488521,Driven,null,null,196
4110,11488533,Driven,null,null,136
4111,11488561,Driven,null,null,136
4112,11488595,Driven,null,null,254
4113,11488639,Driven,null,null,176
4114,11488649,Driven,null,null,156
4115,11488649,Formation Packer,null,null,200
4116,11488673,Driven,null,null,156
4117,11488673,Formation Packer,null,null,200
4118,11488698,Driven,null,null,156
4119,11488698,Formation Packer,null,null,200
4120,11488698,Formation Packer,null,null,140
4121,11488733,Driven,null,null,246
4122,11488765,Driven,null,null,156
4123,11488788,Driven,null,null,117
4124,11488828,Driven,null,null,56
4125,11488853,Driven,null,null,58
4126,11488873,Driven,null,null,236
4127,11488897,Driven,null,null,196
4128,11488946,Driven,null,null,157
4129,11489042,Driven,null,null,195
4130,11489105,Driven,null,null,58
4131,11489105,Formation Packer,null,null,98
4132,11489105,Formation Packer,null,null,200
4133,11489179,Driven,null,null,216
4134,11489219,Driven,null,null,426
4135,11489253,Driven,null,null,345
4136,11489399,Driven,null,null,63
4137,11489399,Formation Packer,null,null,80
4138,11489498,Driven,null,null,116
4139,11489517,Driven,null,null,76
4140,11489517,Formation Packer,null,null,118
4141,11489517,Formation Packer,null,null,180
4142,11489572,Driven,null,null,214
4143,11489632,Driven,null,null,116
4144,11489653,Driven,null,null,430
4145,11489692,Driven,null,null,192
4146,11489692,Formation Packer,null,null,340
4147,11697856,Driven,null,null,0
4148,11489739,Driven,null,null,98
4149,11489739,Formation Packer,null,null,140
4150,12002203,Driven,null,null,49
4151,12002204,Drive Shoe,null,null,125
4152,12002208,Driven,null,null,41
4153,12002207,Drive Shoe,null,null,39
4154,12002207,Shale Trap,null,null,130
4155,12002210,Shale Trap,null,null,184
4156,12002211,Shale Trap,null,null,175
4157,11697827,Driven,null,null,37
4158,12002213,Shale Trap,null,null,188
4159,12002214,Shale Trap,null,null,82
4160,11697684,Driven,null,null,0
4161,11697657,Formation Packer,null,null,169
4162,11489938,Driven,null,null,136
4163,11490411,Driven,null,null,57
4164,11490449,Driven,null,null,144
4165,12002233,Driven,null,null,15
4166,12002234,Drive Shoe,null,null,78
4167,12002235,Drive Shoe,null,null,63
4168,12002236,Drive Shoe,null,null,59
4169,12002236,Shale Trap,null,null,135
4170,11490468,Driven,null,null,97
4171,11490488,Driven,null,null,214
4172,11490505,Driven,null,null,117
4173,11490530,Driven,null,null,256
4174,11490744,Driven,null,null,98
4175,11490790,Driven,null,null,116
4176,12002051,Shale Trap,null,null,90
4177,12002054,Shale Trap,null,null,131
4178,12002081,Welded Ring,null,null,95
4179,12002237,Driven,null,null,80
4180,11490819,Driven,null,null,256
4181,11490869,Driven,null,null,176
4182,11490945,Driven,null,null,217
4183,11491007,Driven,null,null,98
4184,11491007,Formation Packer,null,null,180
4185,12002241,Formation Packer,null,null,100
4186,11491269,Driven,null,null,156
4187,11491302,Driven,null,null,137
4188,11491363,Driven,null,null,194
4189,11491703,Driven,null,null,216
4190,12002243,Shale Trap,null,null,173.6
4191,11491811,Driven,null,null,156
4192,11491881,Driven,null,null,254
4193,11492791,Driven,null,null,76
4194,11492819,Driven,null,null,155
4195,11492847,Driven,null,null,270
4196,11492859,Driven,null,null,78
4197,11492949,Driven,null,null,97
4198,11492949,Formation Packer,null,null,160
4199,11493010,Driven,null,null,98
4200,11493022,Driven,null,null,116
4201,12001958,Driven,null,null,99
4202,12001979,Shale Trap,null,null,110
4203,12001985,Driven,null,null,71.5
4204,12002245,Welded Ring,null,null,58
4205,12002246,Welded Ring,null,null,205
4206,11493049,Driven,null,null,216
4207,11493069,Driven,null,null,30
4208,11493069,Formation Packer,null,null,180
4209,11493069,Formation Packer,null,null,58
4210,11493114,Driven,null,null,136
4211,11493127,Driven,null,null,135
4212,11493145,Driven,null,null,215
4213,11493168,Driven,null,null,91
4214,11493168,Formation Packer,null,null,120
4215,11493391,Driven,null,null,143
4216,11493406,Driven,null,null,135
4217,11493438,Driven,null,null,178
4218,11493456,Driven,null,null,216
4219,11493484,Driven,null,null,136
4220,11493506,Driven,null,null,178
4221,11493521,Driven,null,null,78
4222,11493521,Formation Packer,null,null,110
4223,11493539,Driven,null,null,315
4224,11493539,Formation Packer,null,null,420
4225,11493539,Formation Packer,null,null,300
4226,263038,Unknown,null,null,135
4227,12002248,Drive Shoe,null,null,79
4228,12002249,Drive Shoe,null,null,88
4229,12002250,Drive Shoe,null,null,68
4230,12002251,Driven,null,null,75
4231,12002259,Driven,null,null,68
4232,12002260,Shale Trap,null,null,89
4233,12002260,Formation Seal,null,null,158
4234,12002270,Drive Shoe,null,null,118
4235,12002277,Drive Shoe,null,null,71
4236,12002279,Drive Shoe,null,null,37
4237,12002281,Drive Shoe,null,null,73
4238,12002282,Drive Shoe,null,null,35
4239,12002284,Drive Shoe,null,null,80
4240,12002287,Drive Shoe,null,null,189
4241,12002288,Drive Shoe,null,null,55
4242,12002288,K-Packer,null,null,90
4243,12002289,Drive Shoe,null,null,35
4244,12002291,Drive Shoe,null,null,47
4245,12002292,Drive Shoe,null,null,74
4246,12002295,Drive Shoe,null,null,90
4247,12002296,Drive Shoe,null,null,53
4248,12002297,Drive Shoe,null,null,150
4249,12002298,Drive Shoe,null,null,54
4250,12002299,Drive Shoe,null,null,80
4251,12002299,Driven,null,null,83
4252,12002299,K-Packer,null,null,105
4253,12002300,Drive Shoe,null,null,146
4254,12002300,Driven,null,null,150
4255,12002301,Drive Shoe,null,null,126
4256,12002302,Drive Shoe,null,null,52
4257,12002302,Driven,null,null,56
4258,12002303,Shale Trap,null,null,121
4259,12002304,Shale Trap,null,null,56
4260,12002310,Driven,null,null,44
4261,12002310,Driven,null,null,213
4262,12002311,Driven,null,null,44
4263,12002311,Driven,null,null,82
4264,12002315,Drive Shoe,null,null,15
4265,12002316,Drive Shoe,null,null,230
4266,12002317,Shale Trap,null,null,636
4267,12002334,Drive Shoe,null,null,167
4268,12002343,Drive Shoe,null,null,39
4269,12002344,Shale Trap,null,null,92
4270,12002348,Shale Trap,null,null,171
4271,12002353,Drive Shoe,null,null,188
4272,12002353,Shale Trap,null,null,188
4273,12002362,Other,null,null,4
4274,12002365,Driven,null,null,59
4275,12002365,Shale Trap,null,null,50
4276,12002365,Shale Trap,null,null,139
4277,12002366,Welded Ring,null,null,20
4278,12002366,Drive Shoe,null,null,38
4279,12002367,Drive Shoe,null,null,29
4280,12002368,Driven,null,null,178
4281,12002369,Drive Shoe,null,null,21
4282,12002370,Driven,null,null,99
4283,12002370,Formation Packer,null,null,90
4284,12002370,Formation Packer,null,null,105
4285,12002370,Formation Packer,null,null,106
4286,12002371,Drive Shoe,null,null,95
4287,12002375,Driven,null,null,78
4288,11493575,Driven,null,null,292
4289,11493644,Driven,null,null,98
4290,11493644,Formation Packer,null,null,120
4291,11493720,Driven,null,null,78
4292,12002376,Driven,null,null,57
4293,11493781,Driven,null,null,158
4294,11493838,Driven,null,null,138
4295,11494496,Driven,null,null,255
4296,12002377,Driven,null,null,120
4297,12002378,Driven,null,null,79
4298,12002379,Driven,null,null,99
4299,12002380,Driven,null,null,99
4300,12002381,Driven,null,null,95
4301,11494579,Driven,null,null,118
4302,11494579,Formation Packer,null,null,230
4303,11494608,Driven,null,null,58
4304,11494608,Formation Packer,null,null,100
4305,11494662,Driven,null,null,118
4306,12002383,Drive Shoe,null,null,41
4307,11495104,Driven,null,null,235
4308,11498969,Driven,null,null,98
4309,11498969,Formation Packer,null,null,320
4310,11498969,Formation Packer,null,null,260
4311,12002384,Drive Shoe,null,null,60
4312,11499105,Driven,null,null,176
4313,11499148,Driven,null,null,58
4314,11499213,Driven,null,null,98
4315,12002385,Drive Shoe,null,null,140
4316,11499243,Driven,null,null,198
4317,11499281,Driven,null,null,218
4318,11499281,Formation Packer,null,null,318
4319,11499281,Formation Packer,null,null,420
4320,12002392,Formation Packer,null,null,90
4321,12002392,Formation Packer,null,null,104
4322,12002393,Driven,null,null,199
4323,12002393,Formation Packer,null,null,190
4324,12002393,Formation Packer,null,null,238
4325,12002393,Formation Packer,null,null,240
4326,12002399,Shale Trap,null,null,99.5
4327,12002399,Drive Shoe,null,null,100
4328,12002400,Drive Shoe,null,null,240.5
4329,12002401,Drive Shoe,null,null,157.42
4330,12002401,Shale Trap,null,null,156.92
4331,11499362,Driven,null,null,59
4332,11499404,Driven,null,null,196
4333,11499439,Driven,null,null,276
4334,11499475,Driven,null,null,265
4335,12002402,Drive Shoe,null,null,102.58
4336,12002402,Formation Packer,null,null,107
4337,11499500,Driven,null,null,256
4338,11499526,Driven,null,null,137
4339,11500267,Driven,null,null,56
4340,11500282,Driven,null,null,294
4341,11500342,Driven,null,null,355
4342,11500368,Driven,null,null,117
4343,11500385,Driven,null,null,175
4344,11500385,Formation Packer,null,null,280
4345,11500385,Formation Packer,null,null,300
4346,12002405,Shale Trap,null,null,259.5
4347,12002405,Drive Shoe,null,null,260
4349,12002407,Driven,null,null,67
4350,12002408,Driven,null,null,81
4351,11500405,Driven,null,null,100
4352,11500405,Formation Packer,null,null,100
4353,11500423,Driven,null,null,138
4354,11500453,Driven,null,null,116
4355,11500464,Driven,null,null,233
4356,11500491,Driven,null,null,229
4357,11500491,Formation Packer,null,null,240
4358,12002410,Drive Shoe,null,null,279
4359,11500554,Driven,null,null,138
4360,11500604,Driven,null,null,96
4361,11500604,Formation Packer,null,null,170
4362,11500604,Formation Packer,null,null,128
4363,11500635,Driven,null,null,96
4364,11500635,Formation Packer,null,null,180
4365,11500635,Formation Packer,null,null,158
4366,11500672,Driven,null,null,77
4367,11500672,Formation Packer,null,null,130
4368,11500708,Driven,null,null,97
4369,11500861,Driven,null,null,58
4370,11500861,Formation Packer,null,null,90
4371,11500885,Driven,null,null,118
4372,11500885,Formation Packer,null,null,220
4373,11500885,Formation Packer,null,null,160
4374,11500961,Driven,null,null,238
4375,11500961,Formation Packer,null,null,420
4376,11500961,Formation Packer,null,null,380
4377,11500961,Formation Packer,null,null,220
4378,12002411,Driven,null,null,59
4379,12002411,Formation Packer,null,null,65
4380,12002414,Drive Shoe,null,null,160
4381,12002415,Drive Shoe,null,null,275
4382,12002416,Drive Shoe,null,null,199
4383,12002422,Driven,null,null,60
4384,12002423,Driven,null,null,56
4385,11501020,Driven,null,null,138
4386,11501064,Driven,null,null,156
4387,11501120,Driven,null,null,75
4388,11501120,Formation Packer,null,null,140
4389,12002424,Driven,null,null,43
4390,12002425,Driven,null,null,37
4392,12002427,Driven,null,null,50
4393,11501180,Driven,null,null,275
4394,11501263,Driven,null,null,96
4395,11501292,Driven,null,null,316
4396,12002428,Driven,null,null,62
4397,12002429,Driven,null,null,38
4398,11501335,Driven,null,null,275
4399,11501356,Driven,null,null,254
4400,11501369,Driven,null,null,136
4401,11501369,Formation Packer,null,null,120
4402,11501369,Formation Packer,null,null,160
4403,11501385,Driven,null,null,133
4404,12002430,Driven,null,null,33
4405,11501396,Driven,null,null,156
4406,11501396,Formation Packer,null,null,158
4407,11501396,Formation Packer,null,null,180
4408,11501431,Driven,null,null,236
4409,11501444,Driven,null,null,236
4410,11501692,Driven,null,null,236
4411,11501836,Driven,null,null,276
4412,11502526,Driven,null,null,333
4413,11502572,Driven,null,null,236
4414,11502618,Driven,null,null,78
4415,11502618,Formation Packer,null,null,120
4416,11502937,Driven,null,null,275
4417,11503046,Driven,null,null,58
4418,11503046,Formation Packer,null,null,110
4419,12002431,Drive Shoe,null,null,24
4420,12002433,Drive Shoe,null,null,80
4421,12002438,Driven,null,null,20
4422,12002439,Driven,null,null,67
4423,12002440,Driven,null,null,45
4424,12002441,Driven,null,null,80
4425,12002443,Driven,null,null,42.5
4426,11701453,Drive Shoe,null,null,418
4427,12002445,Driven,null,null,0
4428,12002451,Drive Shoe,null,null,39
4429,12002453,Drive Shoe,null,null,64
4430,12002457,Drive Shoe,null,null,177
4431,12002459,Drive Shoe,null,null,77
4432,12002460,Drive Shoe,null,null,50
4433,12002460,Shale Trap,null,null,120
4434,12002461,Drive Shoe,null,null,92
4435,12002461,Shale Trap,null,null,150
4436,11503080,Driven,null,null,38
4437,11503080,Formation Packer,null,null,110
4438,11503080,Formation Packer,null,null,140
4439,11503122,Driven,null,null,97
4440,11503146,Driven,null,null,56
4441,11503146,Formation Packer,null,null,110
4442,11503166,Driven,null,null,118
4443,11503166,Formation Packer,null,null,140
4444,11503166,Formation Packer,null,null,118
4445,11503465,Driven,null,null,158
4446,12002480,Shale Trap,null,null,200.131233
4447,12002481,Shale Trap,null,null,209.973753
4448,12002482,Drive Shoe,null,null,50
4449,12002483,Drive Shoe,null,null,28
4450,11503505,Driven,null,null,302
4451,11503538,Driven,null,null,53
4452,11503567,Driven,null,null,74
4453,11503583,Driven,null,null,97
4454,11503583,Formation Packer,null,null,160
4455,11503583,Formation Packer,null,null,80
4456,11504064,Driven,null,null,136
4457,11504085,Formation Packer,null,null,150
4458,11504085,Driven,null,null,98
4459,11504338,Driven,null,null,235
4460,11504374,Driven,null,null,97
4461,11504392,Driven,null,null,78
4462,11504392,Formation Packer,null,null,110
4463,11504764,Driven,null,null,80
4464,11504795,Driven,null,null,135
4465,12002487,Drive Shoe,null,null,98
4466,12002487,Shale Trap,null,null,97
4467,12002489,Drive Shoe,null,null,58
4468,12002492,Drive Shoe,null,null,60
4469,12002492,Shale Trap,null,null,59
4470,12002495,Drive Shoe,null,null,125
4471,11504860,Driven,null,null,58
4472,11504863,Driven,null,null,136
4473,11504870,Driven,null,null,257
4474,11504910,Driven,null,null,118
4475,11504930,Driven,null,null,394
4476,11504985,Driven,null,null,313
4477,11505002,Driven,null,null,78
4478,11505002,Formation Packer,null,null,140
4479,11505101,Driven,null,null,118
4480,11505101,Formation Packer,null,null,270
4481,11505101,Formation Packer,null,null,130
4482,11505202,Driven,null,null,78
4483,11505210,Driven,null,null,98
4484,11505210,Formation Packer,null,null,160
4485,11505229,Driven,null,null,236
4486,11505232,Driven,null,null,58
4487,12002507,Driven,null,null,50
4488,12002509,Driven,null,null,15
4489,12002510,Driven,null,null,0
4490,12002511,Driven,null,null,31
4491,12002513,Driven,null,null,120.07874
4492,12002513,Shale Trap,null,null,147.637795
4493,12002514,Shale Trap,null,null,255.905511
4494,12002515,Drive Shoe,null,null,161
4495,12002515,Shale Trap,null,null,160
4496,12002516,Drive Shoe,null,null,58
4497,12002516,Shale Trap,null,null,57
4498,11681997,Driven,null,null,78
