Other_Seal_ID,Well_Report_ID,Other_Seal_Type,From,To,At
987,11614587,Bentonite Chips/Tabl,20,138,138
988,11567671,Bentonite Chips/Tabl,15,85,85
989,11562736,Bentonite Chips/Tabl,120,143,143
990,11567604,Bentonite Chips/Tabl,15,90,90
993,11567564,Bentonite Chips/Tabl,15,130,130
995,11578948,Bentonite Chips/Tabl,35,50,50
996,11665659,Bentonite Chips/Tabl,120,140,140
997,11427928,Bentonite Chips/Tabl,112,122,122
998,11650624,Bentonite Chips/Tabl,18,98,98
999,11608001,Bentonite Chips/Tabl,13,15,15
1001,11631289,Bentonite Chips/Tabl,305.12,328.08,328.08
1002,11607914,Bentonite Chips/Tabl,15,18,18
1003,11607941,Bentonite Chips/Tabl,17,19,19
1004,11608106,Bentonite Chips/Tabl,45,49,49
1005,11534623,Bentonite Chips/Tabl,12,15,15
1006,11534650,Bentonite Chips/Tabl,15,18,18
1007,11496300,Bentonite Chips/Tabl,30,50,50
1008,11329764,Bentonite Chips/Tabl,70,75,75
1009,11378818,Bentonite Chips/Tabl,85,90,90
1010,11487818,Bentonite Chips/Tabl,60,88,88
1011,11534682,Bentonite Chips/Tabl,13,15,15
1012,11534718,Bentonite Chips/Tabl,8,15,15
1013,11523550,Bentonite Chips/Tabl,17,54,54
1014,11368098,Bentonite Chips/Tabl,42,85,85
1015,11263317,Bentonite Chips/Tabl,20,22,22
1016,11454719,Bentonite Chips/Tabl,150,175,175
1017,11493615,Bentonite Chips/Tabl,40,55,55
1018,11303613,Bentonite Chips/Tabl,13,15,15
1019,11468290,Bentonite Chips/Tabl,15,17,17
1020,11677917,Bentonite Chips/Tabl,60,72,72
1021,11473628,Bentonite Chips/Tabl,26,180,180
1022,11602010,Bentonite Chips/Tabl,8,17.5,17.5
1023,11480982,Bentonite Chips/Tabl,80,160,160
1024,11578994,Bentonite Chips/Tabl,144,152,152
1025,11601975,Bentonite Chips/Tabl,10,27.5,27.5
1026,11663248,Bentonite Chips/Tabl,10,30,30
1027,11608045,Bentonite Chips/Tabl,28,30,30
1028,11608073,Bentonite Chips/Tabl,20,25,25
1029,11578914,Bentonite Chips/Tabl,55,70,70
1031,11534595,Bentonite Chips/Tabl,12,17,17
1032,11553944,Bentonite Chips/Tabl,20,253,253
1033,11468331,Bentonite Chips/Tabl,14,15,15
1034,11468402,Bentonite Chips/Tabl,15,18,18
1035,11468431,Bentonite Chips/Tabl,22,24,24
1036,11468465,Bentonite Chips/Tabl,15,18,18
1037,11468697,Bentonite Chips/Tabl,19,23,23
1038,11468762,Bentonite Chips/Tabl,19,23,23
1039,11468800,Bentonite Chips/Tabl,13,15,15
1040,11468926,Bentonite Chips/Tabl,19,24,24
1041,11554519,Bentonite Chips/Tabl,20,185,185
1042,11496307,Bentonite Chips/Tabl,80,190,190
1043,11496643,Bentonite Chips/Tabl,90,95,95
1044,11498132,Bentonite Chips/Tabl,40,60,60
1045,11362832,Bentonite Chips/Tabl,17,21,21
1046,11363014,Bentonite Chips/Tabl,21,23,23
1047,11303716,Bentonite Chips/Tabl,14,16,16
1048,11468252,Bentonite Chips/Tabl,15,17,17
1049,11362993,Bentonite Chips/Tabl,18,22,22
1050,11427982,Bentonite Chips/Tabl,270,280,280
1051,11520668,Bentonite Chips/Tabl,20,80,80
1052,11520812,Bentonite Chips/Tabl,20,243,243
1053,11498367,Bentonite Chips/Tabl,45,50,50
1054,11496869,Bentonite Chips/Tabl,45,50,50
1055,11254991,Bentonite Chips/Tabl,13,15,15
1056,11262147,Bentonite Chips/Tabl,14,15,15
1057,11241096,Bentonite Chips/Tabl,13,15,15
1058,11261430,Bentonite Chips/Tabl,17,20,20
1059,11261827,Bentonite Chips/Tabl,36,40,40
1060,11261966,Bentonite Chips/Tabl,13,15,15
1061,11329233,Bentonite Chips/Tabl,40,45,45
1062,11329828,Bentonite Chips/Tabl,150,160,160
1063,11329868,Bentonite Chips/Tabl,120,122,122
1064,11261239,Bentonite Chips/Tabl,15,17,17
1065,11329291,Bentonite Chips/Tabl,40,45,45
1066,11367955,Bentonite Chips/Tabl,53,105,105
1067,11362876,Bentonite Chips/Tabl,21,25,25
1068,11362931,Bentonite Chips/Tabl,21,22,22
1069,11362951,Bentonite Chips/Tabl,19,21,21
1070,11363042,Bentonite Chips/Tabl,18,21,21
1071,11249079,Bentonite Chips/Tabl,40,80,80
1072,11516593,Bentonite Chips/Tabl,63,150,150
1073,11363085,Bentonite Chips/Tabl,19,24,24
1074,11358481,Bentonite Chips/Tabl,15,18,18
1075,11011249,Bentonite Chips/Tabl,195,200,200
1076,11255882,Bentonite Chips/Tabl,15,17,17
1077,11394419,Bentonite Chips/Tabl,55,110,110
1078,11234908,Bentonite Chips/Tabl,14,15,15
1079,11256592,Bentonite Chips/Tabl,14,15,15
1080,11256197,Bentonite Chips/Tabl,18,20,20
1081,11333221,Bentonite Chips/Tabl,50,200,200
1082,11513961,Bentonite Chips/Tabl,20,50,50
1083,11445005,Bentonite Chips/Tabl,120,140,140
1084,11254610,Bentonite Chips/Tabl,13,15,15
1085,11153817,Bentonite Chips/Tabl,22.97,75.46,75.46
1086,11460314,Bentonite Chips/Tabl,60,80,80
1087,11508758,Bentonite Chips/Tabl,75,95,95
1088,11509495,Bentonite Chips/Tabl,20,45,45
1091,11238658,Bentonite Chips/Tabl,24,25,25
1092,11238301,Bentonite Chips/Tabl,13,15,15
1093,11222778,Shale Trap,44,47,47
1094,11264069,Bentonite Chips/Tabl,15,16,16
1095,11468863,Bentonite Chips/Tabl,19,22,22
1096,11468894,Bentonite Chips/Tabl,19,22,22
1097,11468952,Bentonite Chips/Tabl,15,18,18
1098,11329152,Bentonite Chips/Tabl,35,40,40
1099,11329201,Bentonite Chips/Tabl,105,115,115
1100,11263682,Bentonite Chips/Tabl,14,15,15
1101,11273596,Bentonite Chips/Tabl,10,100,100
1102,11222731,Bentonite Chips/Tabl,70,74,74
1103,11256384,Bentonite Chips/Tabl,16,18,18
1104,11273472,Bentonite Chips/Tabl,10,30,30
1105,11362565,Bentonite Chips/Tabl,12,15,15
1106,11125408,Bentonite Chips/Tabl,195,220,220
1107,11126578,Bentonite Chips/Tabl,75,100,100
1108,11363068,Bentonite Chips/Tabl,25,30,30
1109,11362898,Bentonite Chips/Tabl,21,23,23
1110,11362972,Bentonite Chips/Tabl,15,20,20
1111,11362029,Bentonite Chips/Tabl,14,15,15
1112,11378855,Bentonite Chips/Tabl,17,24,24
1113,11038327,Bentonite Chips/Tabl,293,323,323
1114,11012627,Bentonite Chips/Tabl,15,18,18
1115,11012757,Bentonite Chips/Tabl,8,10,10
1116,11012285,Bentonite Chips/Tabl,15,18,18
1117,11012004,Bentonite Chips/Tabl,16,21,21
1118,10991962,Bentonite Chips/Tabl,87.27,88.58,88.58
1119,11012249,Bentonite Chips/Tabl,30,40,40
1120,10885870,Bentonite Chips/Tabl,70,80,80
1121,11011577,Bentonite Chips/Tabl,60,70,70
1122,11011599,Bentonite Chips/Tabl,12,16,16
1123,11011709,Bentonite Chips/Tabl,15,25,25
1124,11011279,Bentonite Chips/Tabl,65,70,70
1125,10886176,Bentonite Chips/Tabl,88,98,98
1126,10886303,Bentonite Chips/Tabl,79,89,89
1127,11011004,Bentonite Chips/Tabl,10,14,14
1128,10844939,Bentonite Chips/Tabl,165,185,185
1129,10887115,Bentonite Chips/Tabl,215,225,225
1130,10887160,Bentonite Chips/Tabl,140,160,160
1131,10887202,Bentonite Chips/Tabl,261,271,271
1132,10886764,Bentonite Chips/Tabl,120,130,130
1133,10956538,Bentonite Chips/Tabl,154,160,160
1134,11170956,Bentonite Chips/Tabl,65,100,100
1135,11240363,Bentonite Chips/Tabl,15,16,16
1136,11153318,Bentonite Chips/Tabl,140,154,154
1137,10992948,Bentonite Chips/Tabl,23.95,79.07,79.07
1138,11100355,Bentonite Chips/Tabl,215,240,240
1139,11238866,Bentonite Chips/Tabl,13,16,16
1140,11239415,Bentonite Chips/Tabl,17,19,19
1141,11263238,Bentonite Chips/Tabl,16,17,17
1142,11263393,Bentonite Chips/Tabl,14,15,15
1143,11181975,Bentonite Chips/Tabl,56,59,59
1145,11055118,Bentonite Chips/Tabl,20,100,100
1146,11035515,Bentonite Chips/Tabl,340,360,360
1148,10812492,Bentonite Chips/Tabl,1,158,158
1149,10802190,Bentonite Chips/Tabl,56,60,60
1150,10810214,Bentonite Chips/Tabl,165,175,175
1151,10798091,Bentonite Chips/Tabl,60.01,170.01,170.01
1152,10825288,Bentonite Chips/Tabl,1,230,230
1153,10814995,Bentonite Chips/Tabl,10,63,63
1154,10829967,Cement/Grout,10,38,38
1155,10795125,Cement/Grout,89.89,180.45,180.45
1156,10814539,Cement/Grout,10,50,50
1157,11048644,Cement/Grout,620,754,754
1159,10821848,Cement/Grout,15,17.5,17.5
1160,11057667,Cement/Grout,130,190,190
1161,11458210,Cement/Grout,32.81,103.35,103.35
1162,11377652,Cement/Grout,29,80,80
1163,11544844,Other,60,200,200
1164,11581458,Cement/Grout,10.17,256.89,256.89
1165,11581307,Cement/Grout,10.17,357.94,357.94
1166,11581455,Cement/Grout,10.17,245.08,245.08
1167,11587268,Cement/Grout,104,120,120
1168,11581446,Cement/Grout,4.92,15.09,15.09
1169,11581452,Cement/Grout,10.17,262.47,262.47
1170,11581461,Cement/Grout,10.17,44.95,44.95
1172,11603434,Cuttings,20,180,180
1173,11329936,Cuttings,30,115,115
1174,11552641,Cuttings,10,270,270
1175,11448469,Cuttings,30,80,80
1176,11332991,Cuttings,60,90,90
1177,10889992,Driven,160,180,180
1178,10826100,Driven,50,58,58
1179,10775291,Driven,156.5,157,157
1180,11047940,Driven,30,48,48
1181,10967606,Driven,44,47,47
1182,10968022,Driven,55,56,56
1183,10967805,Driven,60,63,63
1185,10968321,Driven,21,24,24
1188,10967879,Driven,53,56,56
1189,10916992,Driven,71,76,76
1190,11153196,Driven,196,200,200
1191,11214596,Driven,24,26.5,26.5
1192,10968163,Driven,90,92,92
1193,10888990,Driven,195,220,220
1194,10988770,Driven,52,53,53
1195,10988842,Driven,206,207,207
1196,10989875,Driven,131,132,132
1197,10989049,Driven,104,106,106
1198,10990397,Driven,88,90,90
1199,10941732,Driven,122,128,128
1200,10989219,Driven,90,91,91
1201,10989301,Driven,106,107,107
1202,10989477,Driven,129,130,130
1203,10989702,Driven,64,66,66
1204,10990236,Driven,289,290,290
1205,10990030,Driven,135,137,137
1206,10990571,Driven,104,105,105
1207,10991336,Driven,258,259,259
1208,10991428,Driven,109,110,110
1209,10990886,Driven,86,87,87
1210,10991039,Driven,228,231,231
1211,10991245,Driven,126,127,127
1212,10990661,Driven,88,89,89
1213,11356619,Driven,20,39,39
1214,11386361,Driven,197,250,250
1215,11386832,Driven,300,325,325
1216,11386411,Driven,104,115,115
1217,11319563,Driven,60,120,120
1218,10967636,Driven,57,60,60
1219,10967671,Driven,43,46,46
1222,10967953,Driven,67,70,70
1223,11386622,Driven,210,231,231
1224,11331970,Driven,120,160,160
1225,11536292,Driven,55,58,58
1226,11419968,Driven,40,45,45
1227,11426132,Driven,295,298,298
1228,11222527,Driven,57,60,60
1229,10967551,Driven,37,40,40
1231,11530418,Driven,20,41,41
1232,11530547,Driven,20,34,34
1233,11530642,Driven,24,65,65
1234,11402232,Driven,178,220,220
1235,11390239,Driven,179,184,184
1236,11498448,Driven,8,185,185
1237,11237701,Driven,50,54,54
1238,11469207,Driven,23,27,27
1239,11469611,Driven,43,48,48
1240,11530457,Driven,20,97,97
1241,11530598,Driven,20,29.67,29.67
1242,11530723,Driven,20,28,28
1243,11533547,Driven,93,98,98
1244,11521300,Driven,16.01,260.01,260.01
1245,11521542,Driven,10,240,240
1246,11233783,Driven,69,72,72
1247,11233169,Driven,12,92,92
1248,11318560,Driven,38,40,40
1249,11354691,Driven,20,96,96
1250,11554612,Driven,20,257,257
1251,11339836,Driven,70,80,80
1252,11450614,Driven,110,120,120
1253,11289606,Driven,99,100,100
1254,11536445,Driven,36,41,41
1255,11536145,Driven,15,18,18
1256,11424993,Driven,68,70,70
1257,11469457,Driven,37,40,40
1258,11361562,Driven,25,110,110
1259,11361679,Driven,20,30,30
1260,11294922,Driven,90,100,100
1261,11602083,Driven,18,20,20
1262,11668059,Driven,120,122,122
1263,11496457,Driven,85,91,91
1264,11610293,Driven,132,135,135
1265,11634573,Driven,120,132,132
1266,11536365,Driven,44,48,48
1267,11469394,Driven,47,50,50
1268,11470412,Driven,50,51,51
1269,11665247,Driven,93,99,99
1270,11667993,Driven,121,125,125
1271,11599690,Shale Trap,120,200,200
1272,11471341,Driven,35,38,38
1273,11580705,Driven,90,98,98
1274,11669284,Driven,75,78,78
1275,11536337,Driven,35,38,38
1276,11536396,Driven,96,100,100
1277,11536520,Driven,55,58,58
1278,11477776,Driven,140,195,195
1279,11665060,Driven,104,106,106
1280,11667903,Driven,120,123,123
1281,11473726,Driven,30,184,184
1282,11594081,Driven,172,177,177
1283,11480881,Driven,90,100,100
1284,11664419,Driven,150,161,161
1285,11635143,Driven,40,42,42
1286,11668129,Driven,112,116,116
1287,11472185,Driven,20,223,223
1288,11480390,Driven,85,90,90
1289,11668025,Driven,110,114,114
1290,11668277,Driven,55,57,57
1291,11634604,Driven,115,120,120
1292,11636798,Driven,20,100,100
1293,11605592,Driven,40,45,45
1294,11688488,Driven,75,81,81
1295,11638645,Driven,40,75,75
1296,11420062,Driven,40,50,50
1297,11474283,Driven,20,98.5,98.5
1298,11610258,Driven,73,76,76
1299,11580304,Driven,26,30,30
1300,11686951,Driven,234,238,238
1301,11688539,Driven,74,82,82
1302,11688511,Driven,75,79,79
1303,11688584,Driven,94,99,99
1304,11611876,Driven,75,78,78
1305,11634741,Driven,235,240,240
1306,11611464,Driven,95,97,97
1307,11580692,Driven,80,146,146
1308,11469335,Driven,43,45,45
1309,11469110,Driven,34,35,35
1310,11469256,Driven,47,50,50
1311,11454132,Driven,40,220,220
1312,11652918,Driven,116,119,119
1313,11557504,Driven,33,38,38
1314,11652710,Driven,60,65,65
1315,11594203,Driven,172,177,177
1316,11443327,Driven,96,98,98
1317,11668097,Driven,53,56.5,56.5
1318,11531067,Driven,20,29,29
1319,11610169,Driven,173,177,177
1320,11610386,Driven,70,72,72
1321,11610455,Driven,73,76,76
1322,11669366,Driven,150,153,153
1323,11661999,Driven,124,128,128
1324,11669334,Driven,155,158,158
1325,11667748,Driven,73,77,77
1326,11633079,Driven,114,119,119
1327,11668162,Driven,105,108,108
1328,11637451,Driven,12,140,140
1329,11638695,Driven,50,75,75
1330,11580858,Driven,57,131,131
1331,11610132,Driven,54,57,57
1332,11610217,Driven,72,75,75
1333,11667946,Driven,89,92,92
1334,11589531,Driven,100,105,105
1335,11669385,Driven,80,83,83
1336,11589613,Driven,100,105,105
1337,11659818,Driven,35,38,38
1338,11686992,Driven,154,162,162
1339,11611499,Driven,75,78,78
1340,11594429,Driven,93,98,98
1341,11530508,Driven,20,38,38
1342,11530683,Driven,20,40,40
1343,11531111,Driven,20,33,33
1344,11557481,Driven,52,57,57
1345,11668955,Driven,63,66,66
1346,11563994,Driven,30,40,40
1347,11560373,Driven,110,113,113
1348,11692049,Driven,76,78,78
1349,11688326,Driven,60,67,67
1350,11688631,Driven,110,115,115
1351,11691583,Driven,20,162,162
1352,11659630,Driven,29,31,31
1353,11688614,Driven,110,115,115
1354,11668195,Driven,73,77,77
1355,11668230,Driven,73,76,76
1356,11674346,Driven,56,58,58
1357,11668576,Driven,120,140,124
1358,11668655,Driven,54,57,57
1359,11668298,Driven,45,49,49
1360,11667854,Driven,62,65,65
1361,11688224,Driven,16,18.5,18.5
1362,11688723,Driven,125,131,131
1363,11688257,Driven,93,98,98
1364,11623672,Driven,178,179.5,179.5
1365,11032543,Puddled Clay,5,20,20
1366,10905969,Shale Trap,39,40,40
1367,10905445,Shale Trap,165,166,166
1368,10905587,Shale Trap,89,90,90
1369,10778890,Shale Trap,190,230,230
1370,10777624,Shale Trap,178,306,306
1371,10906604,Shale Trap,117,118,118
1372,10907050,Shale Trap,100,101,101
1373,10905820,Shale Trap,53,54,54
1374,10913377,Shale Trap,40,41,41
1375,10913020,Shale Trap,76,77,77
1376,10913108,Shale Trap,76,77,77
1377,10913213,Shale Trap,102,103,103
1378,10913288,Shale Trap,162,163,163
1379,10912901,Shale Trap,31,32,32
1380,10883427,Shale Trap,100,102,102
1381,10892368,Shale Trap,55,80,80
1382,10916388,Shale Trap,99,100,100
1383,10916016,Shale Trap,97,98,98
1384,10916183,Shale Trap,134,135,135
1385,10918423,Shale Trap,118,119,119
1386,10918132,Shale Trap,199,200,200
1387,10918223,Shale Trap,90,91,91
1388,10918319,Shale Trap,101,102,102
1389,10910241,Shale Trap,141,142,142
1390,10909705,Shale Trap,66,67,67
1391,10909649,Shale Trap,82,83,83
1392,10910340,Shale Trap,75,76,76
1393,10910826,Shale Trap,187,188,188
1394,10910724,Shale Trap,294,295,295
1395,10773809,Shale Trap,95,100,100
1396,10947494,Shale Trap,80,90,90
1397,10968113,Shale Trap,70,80,80
1398,10917519,Shale Trap,209,210,210
1399,10917126,Shale Trap,160,161,161
1400,10917025,Shale Trap,149,150,150
1401,10917235,Shale Trap,112,113,113
1402,10917343,Shale Trap,99,100,100
1403,10916594,Shale Trap,44,45,45
1404,11181336,Shale Trap,89,104,104
1405,11181677,Shale Trap,121,125,125
1406,10917723,Shale Trap,89,90,90
1407,10918007,Shale Trap,71,72,72
1408,10891117,Shale Trap,195,220,220
1409,10917792,Shale Trap,135,136,136
1410,11200278,Shale Trap,87,118,118
1411,10920618,Shale Trap,181,182,182
1412,11153569,Shale Trap,265,285,285
1413,11183945,Shale Trap,18,19,19
1414,11183899,Shale Trap,240,242,242
1415,11183690,Shale Trap,190,191,191
1416,10910104,Shale Trap,86,87,87
1417,10920779,Shale Trap,133,134,134
1418,10910013,Shale Trap,92,93,93
1419,10909895,Shale Trap,79,80,80
1420,10920346,Shale Trap,59,60,60
1421,10920443,Shale Trap,160,161,161
1422,10919419,Shale Trap,87,88,88
1423,10919619,Shale Trap,169,170,170
1424,10920159,Shale Trap,78,79,79
1425,10910958,Shale Trap,162,163,163
1426,10911457,Shale Trap,36,37,37
1427,10911139,Shale Trap,224,225,225
1428,10910607,Shale Trap,58,59,59
1429,10910389,Shale Trap,58,59,59
1430,10910489,Shale Trap,60,61,61
1431,10910684,Shale Trap,119,120,120
1432,10911026,Shale Trap,179,180,180
1433,11198608,Shale Trap,195,196,196
1434,11198655,Shale Trap,193,194,194
1435,11243764,Shale Trap,84,85,85
1436,11383013,Shale Trap,15,80,80
1437,11181091,Shale Trap,84,85,85
1438,10887495,Shale Trap,297.01,300,300
1439,10911644,Shale Trap,256,257,257
1440,10912299,Shale Trap,151,152,152
1441,10912637,Shale Trap,239,240,240
1442,10969596,Shale Trap,50,60,60
1443,10969395,Shale Trap,70,80,80
1444,10861555,Shale Trap,150.92,150.92,150.92
1445,11362384,Shale Trap,188,190,190
1446,11361932,Shale Trap,152,153,153
1447,11383132,Shale Trap,35,60,60
1448,11383144,Shale Trap,42,70,70
1449,11383156,Shale Trap,42,60,60
1450,11383222,Shale Trap,12,82,82
1451,11196205,Shale Trap,163,165,165
1452,11323040,Shale Trap,75,100,100
1453,11361970,Shale Trap,184,185,185
1454,11361973,Shale Trap,239,240,240
1455,11382536,Shale Trap,129,135,135
1456,11382621,Shale Trap,30,70,70
1457,11382669,Shale Trap,9,51,51
1458,11382795,Shale Trap,40,80,80
1459,11382887,Shale Trap,33,98,98
1460,11408502,Shale Trap,72,92,92
1461,11383056,Shale Trap,7.5,97,97
1462,11507293,Shale Trap,180,200,0
1463,11508416,Shale Trap,20,150,150
1465,11536056,Shale Trap,68,71,71
1466,11508380,Shale Trap,40,55,55
1467,11516923,Shale Trap,30,60,60
1468,11370672,Shale Trap,15,65,65
1469,11531755,Shale Trap,40,180,180
1470,11438211,Shale Trap,23,177,177
1471,11469712,Shale Trap,290,320,320
1472,11466333,Shale Trap,28,87,87
1473,11466399,Shale Trap,80,92,92
1474,11435958,Shale Trap,18,274,274
1475,11466467,Shale Trap,25,30,30
1476,11513445,Shale Trap,86,97,97
1477,11513457,Shale Trap,100,110,110
1478,11465868,Shale Trap,56,62,62
1480,11196542,Shale Trap,288,289,289
1481,11384198,Shale Trap,73,90,90
1482,11469064,Shale Trap,45,48,48
1483,11513486,Shale Trap,96,120,120
1484,11513596,Shale Trap,100,122,122
1485,11517085,Shale Trap,28,45,45
1486,11244596,Shale Trap,83,84,84
1487,11229180,Shale Trap,70,80,80
1488,11466649,Shale Trap,28,70,70
1489,11466281,Shale Trap,74,93,93
1490,11466387,Shale Trap,43,47,47
1491,11196390,Shale Trap,219,220,220
1492,11568566,Shale Trap,205,206,206
1494,11483732,Shale Trap,20,41,41
1495,11507571,Shale Trap,40,140,140
1496,11599198,Shale Trap,120,121,121
1499,11517022,Shale Trap,52.5,75,75
1500,11438119,Shale Trap,23,68,68
1501,11438145,Shale Trap,15,97,97
1502,11448402,Shale Trap,158,160,160
1503,11683911,Shale Trap,200,220,220
1504,11572790,Shale Trap,20,60,60
1505,11602278,Shale Trap,40,185,185
1506,11446313,Shale Trap,123,125,125
1507,11635575,Shale Trap,110,250,250
1508,11535771,Shale Trap,99,102,102
1509,11591110,Shale Trap,52,122,122
1510,11439099,Shale Trap,25,141,141
1511,11554793,Shale Trap,40,126,126
1513,11362554,Shale Trap,188,190,190
1514,11374968,Shale Trap,100,125,125
1515,11375044,Shale Trap,40,220,220
1516,11451959,Shale Trap,37,39,39
1517,11451979,Shale Trap,137,139,139
1518,11529083,Shale Trap,118,160,160
1519,11530292,Shale Trap,80,180,180
1520,11463212,Shale Trap,43,101,101
1521,11465434,Shale Trap,92,110,110
1522,11464947,Shale Trap,38,58,58
1523,11370131,Shale Trap,90,94,94
1524,11383167,Shale Trap,44,140,140
1525,11383185,Shale Trap,52,62,62
1526,11228451,Shale Trap,30,37,37
1527,11197986,Shale Trap,360,361,361
1528,11465398,Shale Trap,45,77,77
1529,11465472,Shale Trap,100,120,120
1530,11466613,Shale Trap,45,52,52
1531,11464926,Shale Trap,21,64,64
1532,11412604,Shale Trap,20,240,240
1533,11413465,Shale Trap,20,100,100
1534,11198217,Shale Trap,362,363,363
1535,11362448,Shale Trap,155,160,160
1536,11362483,Shale Trap,85,90,90
1537,11635617,Shale Trap,130,150,150
1539,11549022,Shale Trap,42,70,70
1540,11644450,Shale Trap,56,66,66
1541,11628356,Shale Trap,125,127,127
1542,11563310,Shale Trap,120,165,165
1544,11508755,Shale Trap,14,160,160
1546,11656617,Shale Trap,15,165,165
1547,11657493,Shale Trap,10,78,78
1548,11584351,Shale Trap,62,94,94
1549,11648715,Shale Trap,20,110,110
1550,11648737,Shale Trap,140,166,166
1551,11649103,Shale Trap,220,290,290
1552,11517069,Shale Trap,40,145,145
1553,11465361,Shale Trap,85,92,92
1554,11465811,Shale Trap,28,50,50
1555,11667581,Shale Trap,30,30,30
1557,11529044,Shale Trap,20,120,120
1558,11664750,Shale Trap,75,85,85
1559,11496489,Shale Trap,138,145,145
1560,11374898,Shale Trap,100,185,185
1561,11538763,Shale Trap,70,80,80
1562,11436539,Shale Trap,15,100,100
1563,11548932,Shale Trap,30,60,60
1564,11585457,Shale Trap,139,200,200
1565,11650279,Shale Trap,20,200,200
1566,11685184,Shale Trap,45,185,185
1567,11567901,Shale Trap,190,195,195
1568,11438765,Shale Trap,16,222,222
1569,11612174,Shale Trap,56,58,58
1570,11686788,Shale Trap,200,220,220
1571,11631959,Shale Trap,90,120,120
1572,11600200,Shale Trap,1,160,160
1573,11495502,Shale Trap,136,138,138
1574,11572768,Shale Trap,40,100,100
1575,11680756,Shale Trap,173.5,174,173.5
1576,11602764,Shale Trap,60,110,110
1577,11438907,Shale Trap,31,186,186
1578,11439011,Shale Trap,19,142,142
1579,11439272,Shale Trap,14,97,97
1580,11439360,Shale Trap,30,116,116
1581,11553002,Shale Trap,116,120,120
1582,11436635,Shale Trap,24,137,137
1583,11513678,Shale Trap,220,222,222
1585,11644425,Shale Trap,67,77,77
1586,11644441,Shale Trap,44,54,54
1588,11628098,Shale Trap,36,38,38
1589,11642310,Shale Trap,50,163,163
1592,11530153,Shale Trap,100,145,145
1593,11530331,Shale Trap,180,210,210
1594,11572731,Shale Trap,20,95,95
1595,11665564,Shale Trap,130,150,150
1597,11529305,Shale Trap,20,160,160
1598,11429952,Shale Trap,20,80,80
1599,11605325,Shale Trap,140,160,160
1600,11577886,Shale Trap,90,105,105
1601,11585434,Shale Trap,52,98,98
1602,11648832,Shale Trap,155,165,165
1603,11649002,Shale Trap,150,185,185
1604,11680990,Shale Trap,179.5,179,179
1605,11685258,Shale Trap,40,80,80
1607,11648250,Shale Trap,180,200,200
1608,11669773,Shale Trap,50,70,70
1609,11584332,Shale Trap,63,79,79
1610,11584605,Shale Trap,47,99,99
1611,11646257,Shale Trap,140,141,141
1612,11646404,Shale Trap,180,310,310
1613,11584271,Shale Trap,33,50,50
1614,11649179,Shale Trap,90,115,115
1615,11648636,Shale Trap,40,125,125
1616,11644414,Shale Trap,34,44,44
1618,11685340,Shale Trap,60,140,140
1619,11560936,Shale Trap,220,222,222
1621,11633598,Unknown,100,300,300
1622,11494714,Unknown,125,200,200
1623,11525782,Other,10,35,35
1624,11544831,Other,63,200,200
1625,11509097,Unknown,20,180,180
1626,11633577,Unknown,120,200,200
1628,11493114,Unknown,120,240,240
1629,11603790,Shale Trap,70,220,70
1630,11286261,Unknown,91,95,95
1631,11086222,Unknown,440,455,455
1632,11181809,Unknown,198,210,210
1636,11614724,Driven & Bentonite,20,145,145
1637,11614080,Driven & Bentonite,30,80,80
1638,11631931,Driven & Bentonite,93,98,98
1639,11613674,Driven & Bentonite,20,98,98
1640,11553826,Driven & Bentonite,20,180,180
1641,11632930,Driven & Bentonite,113,118,118
1642,11602808,Driven & Bentonite,50,59,59
1643,11664946,Driven & Bentonite,33,38,38
1644,11632370,Driven & Bentonite,133,138,138
1645,11529906,Driven & Bentonite,20,22,22
1646,11520695,Driven & Bentonite,30,133,133
1647,11688347,Driven & Bentonite,33,38,38
1648,11664975,Driven & Bentonite,73,77,77
1649,11473410,Driven & Bentonite,20,82,82
1650,11605606,Driven & Bentonite,45,64,64
1651,11563421,Driven & Bentonite,8.01,54.99,54.99
1652,11536102,Driven & Bentonite,54,57,57
1653,11474822,Driven & Bentonite,25,70,70
1654,11520749,Driven & Bentonite,30,133,133
1655,11375838,Driven & Bentonite,60,168,168
1656,11132446,Driven & Bentonite,95,120,120
1657,11132252,Driven & Bentonite,155,180,180
1658,11129373,Driven & Bentonite,155,180,180
1659,11133138,Driven & Bentonite,65,80,80
1660,11474557,Driven & Bentonite,20,120,120
1661,11474597,Driven & Bentonite,25,80,80
1662,11520727,Driven & Bentonite,30,67,67
1663,11390276,Driven & Bentonite,30,305,305
1664,10893152,Driven & Bentonite,80,110,110
1665,10890167,Driven & Bentonite,55,80,80
1666,10892625,Driven & Bentonite,55,80,80
1667,10825170,Driven & Bentonite,53,164,164
1668,11027425,Driven & Bentonite,30,60,60
1669,10976625,Driven & Bentonite,35,40,40
1670,10890496,Driven & Bentonite,95,120,120
1671,10891633,Driven & Bentonite,195,220,220
1672,10892010,Driven & Bentonite,195,220,220
1673,10898789,Driven & Bentonite,135,160,160
1674,10898646,Driven & Bentonite,75,100,100
1675,10898499,Driven & Bentonite,115,140,140
1676,11472559,Shale Trap & Bentoni,116,170,170
1677,11070255,Shale Trap & Bentoni,239,239,239
1678,11465916,Shale Trap & Bentoni,18,406,406
1679,11316370,Shale Trap & Bentoni,18,160,160
1680,11547125,Shale Trap & Bentoni,105,150,150
1681,11299114,Shale Trap & Bentoni,150,230,230
