Drilling_Company_ID,Driller_ID,Effective_Date,Is_Active_Flag
121,2533726,2009-12-16T19:11:01.440Z,true
123,2533726,2009-12-16T19:11:01.440Z,true
125,2533726,2009-12-16T19:11:01.440Z,true
126,2533726,2009-12-16T19:11:01.440Z,true
128,2533726,2009-12-16T19:11:01.440Z,true
129,2533726,2009-12-16T19:11:01.440Z,true
130,2533726,2009-12-16T19:11:01.440Z,true
132,2533726,2009-12-16T19:11:01.440Z,true
133,2533726,2009-12-16T19:11:01.440Z,true
134,2533726,2009-12-16T19:11:01.440Z,true
140,2533726,2009-12-16T19:11:01.440Z,true
141,2533726,2009-12-16T19:11:01.440Z,true
144,2533726,2009-12-16T19:11:01.440Z,true
147,2533726,2009-12-16T19:11:01.440Z,true
149,2533726,2009-12-16T19:11:01.440Z,true
150,2533726,2009-12-16T19:11:01.440Z,true
151,2533726,2009-12-16T19:11:01.440Z,true
152,2533726,2009-12-16T19:11:01.440Z,true
153,2533726,2009-12-16T19:11:01.440Z,true
154,2533726,2009-12-16T19:11:01.440Z,true
155,2533726,2009-12-16T19:11:01.440Z,true
156,2533726,2009-12-16T19:11:01.440Z,true
158,2533726,2009-12-16T19:11:01.440Z,true
159,2533726,2009-12-16T19:11:01.440Z,true
162,2533726,2009-12-16T19:11:01.440Z,true
163,2533726,2009-12-16T19:11:01.440Z,true
166,2533726,2009-12-16T19:11:01.440Z,true
167,2533726,2009-12-16T19:11:01.440Z,true
174,2533726,2009-12-16T19:11:01.440Z,true
175,2533726,2009-12-16T19:11:01.440Z,true
178,2533726,2009-12-16T19:11:01.440Z,true
179,2533726,2009-12-16T19:11:01.440Z,true
183,2533726,2009-12-16T19:11:01.440Z,true
185,2533726,2009-12-16T19:11:01.440Z,true
189,2533726,2009-12-16T19:11:01.440Z,true
190,2533726,2009-12-16T19:11:01.440Z,true
191,2533726,2009-12-16T19:11:01.440Z,true
195,2533726,2009-12-16T19:11:01.440Z,true
198,2533726,2009-12-16T19:11:01.440Z,true
199,2533726,2009-12-16T19:11:01.440Z,true
200,2533726,2009-12-16T19:11:01.440Z,true
201,2533726,2009-12-16T19:11:01.440Z,true
202,2533726,2009-12-16T19:11:01.440Z,true
205,2533726,2009-12-16T19:11:01.440Z,true
207,2533726,2009-12-16T19:11:01.440Z,true
208,2533726,2009-12-16T19:11:01.440Z,true
210,2533726,2009-12-16T19:11:01.440Z,true
211,2533726,2009-12-16T19:11:01.440Z,true
212,2533726,2009-12-16T19:11:01.440Z,true
213,2533726,2009-12-16T19:11:01.440Z,true
216,2533726,2009-12-16T19:11:01.440Z,true
218,2533726,2009-12-16T19:11:01.440Z,true
219,2533726,2009-12-16T19:11:01.440Z,true
220,2533726,2009-12-16T19:11:01.440Z,true
221,2533726,2009-12-16T19:11:01.440Z,true
223,2533726,2009-12-16T19:11:01.440Z,true
227,2533726,2009-12-16T19:11:01.440Z,true
228,2533726,2009-12-16T19:11:01.440Z,true
229,2533726,2009-12-16T19:11:01.440Z,true
232,2533726,2009-12-16T19:11:01.440Z,true
233,2533726,2009-12-16T19:11:01.440Z,true
235,2533726,2009-12-16T19:11:01.440Z,true
237,2533726,2009-12-16T19:11:01.440Z,true
238,2533726,2009-12-16T19:11:01.440Z,true
240,2533726,2009-12-16T19:11:01.440Z,true
242,2533726,2009-12-16T19:11:01.440Z,true
245,2533726,2009-12-16T19:11:01.440Z,true
247,2533726,2009-12-16T19:11:01.440Z,true
248,2533726,2009-12-16T19:11:01.440Z,true
250,2533726,2009-12-16T19:11:01.440Z,true
251,2533726,2009-12-16T19:11:01.440Z,true
252,2533726,2009-12-16T19:11:01.440Z,true
253,2533726,2009-12-16T19:11:01.440Z,true
254,2533726,2009-12-16T19:11:01.440Z,true
255,2533726,2009-12-16T19:11:01.440Z,true
256,2533726,2009-12-16T19:11:01.440Z,true
258,2533726,2009-12-16T19:11:01.440Z,true
259,2533726,2009-12-16T19:11:01.440Z,true
262,2533726,2009-12-16T19:11:01.440Z,true
270,2533726,2009-12-16T19:11:01.440Z,true
271,2533726,2009-12-16T19:11:01.440Z,true
273,2533726,2009-12-16T19:11:01.440Z,true
274,2533726,2009-12-16T19:11:01.440Z,true
277,2533726,2009-12-16T19:11:01.440Z,true
278,2533726,2009-12-16T19:11:01.440Z,true
281,2533726,2009-12-16T19:11:01.440Z,true
282,2533726,2009-12-16T19:11:01.440Z,true
283,2533726,2009-12-16T19:11:01.440Z,true
284,2533726,2009-12-16T19:11:01.440Z,true
285,2533726,2009-12-16T19:11:01.440Z,true
289,2533726,2009-12-16T19:11:01.440Z,true
291,2533726,2009-12-16T19:11:01.440Z,true
293,2533726,2009-12-16T19:11:01.440Z,true
298,2533726,2009-12-16T19:11:01.440Z,true
299,2533726,2009-12-16T19:11:01.440Z,true
302,2533726,2009-12-16T19:11:01.440Z,true
303,2533726,2009-12-16T19:11:01.440Z,true
305,2533726,2009-12-16T19:11:01.440Z,true
307,2533726,2009-12-16T19:11:01.440Z,true
309,2533726,2009-12-16T19:11:01.440Z,true
314,2533726,2009-12-16T19:11:01.440Z,true
315,2533726,2009-12-16T19:11:01.440Z,true
318,2533726,2009-12-16T19:11:01.440Z,true
323,2533726,2009-12-16T19:11:01.440Z,true
325,2533726,2009-12-16T19:11:01.440Z,true
326,2533726,2009-12-16T19:11:01.440Z,true
328,2533726,2009-12-16T19:11:01.440Z,true
336,2533726,2009-12-16T19:11:01.440Z,true
337,2533726,2009-12-16T19:11:01.440Z,true
340,2533726,2009-12-16T19:11:01.440Z,true
341,2533726,2009-12-16T19:11:01.440Z,true
342,2533726,2009-12-16T19:11:01.440Z,true
345,2533726,2009-12-16T19:11:01.440Z,true
347,2533726,2009-12-16T19:11:01.440Z,true
348,2533726,2009-12-16T19:11:01.440Z,true
349,2533726,2009-12-16T19:11:01.440Z,true
353,2533726,2009-12-16T19:11:01.440Z,true
354,2533726,2009-12-16T19:11:01.440Z,true
355,2533726,2009-12-16T19:11:01.440Z,true
357,2533726,2009-12-16T19:11:01.440Z,true
360,2533726,2009-12-16T19:11:01.440Z,true
361,2533726,2009-12-16T19:11:01.440Z,true
362,2533726,2009-12-16T19:11:01.440Z,true
365,2533726,2009-12-16T19:11:01.440Z,true
367,2533726,2009-12-16T19:11:01.440Z,true
368,2533726,2009-12-16T19:11:01.440Z,true
369,2533726,2009-12-16T19:11:01.440Z,true
370,2533726,2009-12-16T19:11:01.440Z,true
371,2533726,2009-12-16T19:11:01.440Z,true
376,2533726,2009-12-16T19:11:01.440Z,true
376,10811878,2009-12-16T19:11:01.440Z,true
377,2533726,2009-12-16T19:11:01.440Z,true
387,2533726,2009-12-16T19:11:01.440Z,true
388,2533726,2009-12-16T19:11:01.440Z,true
389,2533726,2009-12-16T19:11:01.440Z,true
390,2533726,2009-12-16T19:11:01.440Z,true
391,2533726,2009-12-16T19:11:01.440Z,true
394,2533726,2009-12-16T19:11:01.440Z,true
395,2533726,2009-12-16T19:11:01.440Z,true
396,2533726,2009-12-16T19:11:01.440Z,true
398,2533726,2009-12-16T19:11:01.440Z,true
400,2533726,2009-12-16T19:11:01.440Z,true
401,2533726,2009-12-16T19:11:01.440Z,true
402,2533726,2009-12-16T19:11:01.440Z,true
500,2533726,2009-12-16T19:11:01.440Z,true
501,2533726,2009-12-16T19:11:01.440Z,true
503,2533726,2009-12-16T19:11:01.440Z,true
506,2533726,2009-12-16T19:11:01.440Z,true
507,2533726,2009-12-16T19:11:01.440Z,true
507,11296159,2009-12-16T19:11:01.440Z,true
508,2533726,2009-12-16T19:11:01.440Z,true
509,2533726,2009-12-16T19:11:01.440Z,true
510,2533726,2009-12-16T19:11:01.440Z,true
512,2533726,2009-12-16T19:11:01.440Z,true
514,2533726,2009-12-16T19:11:01.440Z,true
514,11301128,2009-12-16T19:11:01.440Z,true
518,2533726,2009-12-16T19:11:01.440Z,true
519,2533726,2009-12-16T19:11:01.440Z,true
521,2533726,2009-12-16T19:11:01.440Z,true
522,2533726,2009-12-16T19:11:01.440Z,true
522,10812102,2009-12-16T19:11:01.440Z,true
524,2533726,2009-12-16T19:11:01.440Z,true
525,2533726,2009-12-16T19:11:01.440Z,true
526,2533726,2009-12-16T19:11:01.440Z,true
527,2533726,2009-12-16T19:11:01.440Z,true
528,2533726,2009-12-16T19:11:01.440Z,true
529,2533726,2009-12-16T19:11:01.440Z,true
530,2533726,2009-12-16T19:11:01.440Z,true
531,2533726,2009-12-16T19:11:01.440Z,true
532,2533726,2009-12-16T19:11:01.440Z,true
533,2533726,2009-12-16T19:11:01.440Z,true
534,2533726,2009-12-16T19:11:01.440Z,true
535,2533726,2009-12-16T19:11:01.440Z,true
536,2533726,2009-12-16T19:11:01.440Z,true
537,2533726,2009-12-16T19:11:01.440Z,true
538,2533726,2009-12-16T19:11:01.440Z,true
539,2533726,2009-12-16T19:11:01.440Z,true
540,2533726,2009-12-16T19:11:01.440Z,true
541,2533726,2009-12-16T19:11:01.440Z,true
542,2533726,2009-12-16T19:11:01.440Z,true
543,2533726,2009-12-16T19:11:01.440Z,true
545,2533726,2009-12-16T19:11:01.440Z,true
547,2533726,2009-12-16T19:11:01.440Z,true
548,2533726,2009-12-16T19:11:01.440Z,true
550,2533726,2009-12-16T19:11:01.440Z,true
551,2533726,2009-12-16T19:11:01.440Z,true
552,2533726,2009-12-16T19:11:01.440Z,true
553,2533726,2009-12-16T19:11:01.440Z,true
554,2533726,2009-12-16T19:11:01.440Z,true
555,2533726,2009-12-16T19:11:01.440Z,true
557,2533726,2009-12-16T19:11:01.440Z,true
558,2533726,2009-12-16T19:11:01.440Z,true
559,2533726,2009-12-16T19:11:01.440Z,true
560,2533726,2009-12-16T19:11:01.440Z,true
561,2533726,2009-12-16T19:11:01.440Z,true
563,2533726,2009-12-16T19:11:01.440Z,true
564,2533726,2009-12-16T19:11:01.440Z,true
565,2533726,2009-12-16T19:11:01.440Z,true
567,2533726,2009-12-16T19:11:01.440Z,true
568,2533726,2009-12-16T19:11:01.440Z,true
569,2533726,2009-12-16T19:11:01.440Z,true
571,2533726,2009-12-16T19:11:01.440Z,true
572,2533726,2009-12-16T19:11:01.440Z,true
573,2533726,2009-12-16T19:11:01.440Z,true
574,2533726,2009-12-16T19:11:01.440Z,true
575,2533726,2009-12-16T19:11:01.440Z,true
576,2533726,2009-12-16T19:11:01.440Z,true
577,2533726,2009-12-16T19:11:01.440Z,true
578,2533726,2009-12-16T19:11:01.440Z,true
579,2533726,2009-12-16T19:11:01.440Z,true
580,2533726,2009-12-16T19:11:01.440Z,true
581,2533726,2009-12-16T19:11:01.440Z,true
582,2533726,2009-12-16T19:11:01.440Z,true
583,2533726,2009-12-16T19:11:01.440Z,true
584,2533726,2009-12-16T19:11:01.440Z,true
585,2533726,2009-12-16T19:11:01.440Z,true
586,2533726,2009-12-16T19:11:01.440Z,true
587,2533726,2009-12-16T19:11:01.440Z,true
588,2533726,2009-12-16T19:11:01.440Z,true
589,2533726,2009-12-16T19:11:01.440Z,true
590,2533726,2009-12-16T19:11:01.440Z,true
591,2533726,2009-12-16T19:11:01.440Z,true
592,2533726,2009-12-16T19:11:01.440Z,true
593,2533726,2009-12-16T19:11:01.440Z,true
594,2533726,2009-12-16T19:11:01.440Z,true
595,2533726,2009-12-16T19:11:01.440Z,true
596,2533726,2009-12-16T19:11:01.440Z,true
597,2533726,2009-12-16T19:11:01.440Z,true
598,2533726,2009-12-16T19:11:01.440Z,true
599,2533726,2009-12-16T19:11:01.440Z,true
600,2533726,2009-12-16T19:11:01.440Z,true
602,2533726,2009-12-16T19:11:01.440Z,true
603,2533726,2009-12-16T19:11:01.440Z,true
604,2533726,2009-12-16T19:11:01.440Z,true
605,2533726,2009-12-16T19:11:01.440Z,true
606,2533726,2009-12-16T19:11:01.440Z,true
607,2533726,2009-12-16T19:11:01.440Z,true
608,2533726,2009-12-16T19:11:01.440Z,true
609,2533726,2009-12-16T19:11:01.440Z,true
610,2533726,2009-12-16T19:11:01.440Z,true
612,2533726,2009-12-16T19:11:01.440Z,true
613,2533726,2009-12-16T19:11:01.440Z,true
620,2533726,2009-12-16T19:11:01.440Z,true
621,2533726,2009-12-16T19:11:01.440Z,true
622,2533726,2009-12-16T19:11:01.440Z,true
623,2533726,2009-12-16T19:11:01.440Z,true
624,2533726,2009-12-16T19:11:01.440Z,true
625,2533726,2009-12-16T19:11:01.440Z,true
626,2533726,2009-12-16T19:11:01.440Z,true
627,2533726,2009-12-16T19:11:01.440Z,true
628,2533726,2009-12-16T19:11:01.440Z,true
629,2533726,2009-12-16T19:11:01.440Z,true
630,2533726,2009-12-16T19:11:01.440Z,true
631,2533726,2009-12-16T19:11:01.440Z,true
632,2533726,2009-12-16T19:11:01.440Z,true
633,2533726,2009-12-16T19:11:01.440Z,true
634,2533726,2009-12-16T19:11:01.440Z,true
635,2533726,2009-12-16T19:11:01.440Z,true
636,2533726,2009-12-16T19:11:01.440Z,true
637,2533726,2009-12-16T19:11:01.440Z,true
638,2533726,2009-12-16T19:11:01.440Z,true
639,2533726,2009-12-16T19:11:01.440Z,true
640,2533726,2009-12-16T19:11:01.440Z,true
643,2533726,2009-12-16T19:11:01.440Z,true
644,2533726,2009-12-16T19:11:01.440Z,true
645,2533726,2009-12-16T19:11:01.440Z,true
646,2533726,2009-12-16T19:11:01.440Z,true
647,2533726,2009-12-16T19:11:01.440Z,true
648,2533726,2009-12-16T19:11:01.440Z,true
649,2533726,2009-12-16T19:11:01.440Z,true
650,2533726,2009-12-16T19:11:01.440Z,true
651,2533726,2009-12-16T19:11:01.440Z,true
652,2533726,2009-12-16T19:11:01.440Z,true
653,2533726,2009-12-16T19:11:01.440Z,true
654,2533726,2009-12-16T19:11:01.440Z,true
655,2533726,2009-12-16T19:11:01.440Z,true
656,2533726,2009-12-16T19:11:01.440Z,true
657,2533726,2009-12-16T19:11:01.440Z,true
658,2533726,2009-12-16T19:11:01.440Z,true
659,2533726,2009-12-16T19:11:01.440Z,true
660,2533726,2009-12-16T19:11:01.440Z,true
661,2533726,2009-12-16T19:11:01.440Z,true
662,2533726,2009-12-16T19:11:01.440Z,true
663,2533726,2009-12-16T19:11:01.440Z,true
664,2533726,2009-12-16T19:11:01.440Z,true
666,2533726,2009-12-16T19:11:01.440Z,true
668,2533726,2009-12-16T19:11:01.440Z,true
669,2533726,2009-12-16T19:11:01.440Z,true
670,2533726,2009-12-16T19:11:01.440Z,true
671,2533726,2009-12-16T19:11:01.440Z,true
672,2533726,2009-12-16T19:11:01.440Z,true
673,2533726,2009-12-16T19:11:01.440Z,true
674,2533726,2009-12-16T19:11:01.440Z,true
675,2533726,2009-12-16T19:11:01.440Z,true
676,2533726,2009-12-16T19:11:01.440Z,true
677,2533726,2009-12-16T19:11:01.440Z,true
678,2533726,2009-12-16T19:11:01.440Z,true
679,2533726,2009-12-16T19:11:01.440Z,true
681,2533726,2009-12-16T19:11:01.440Z,true
682,2533726,2009-12-16T19:11:01.440Z,true
683,2533726,2009-12-16T19:11:01.440Z,true
684,2533726,2009-12-16T19:11:01.440Z,true
685,2533726,2009-12-16T19:11:01.440Z,true
686,2533726,2009-12-16T19:11:01.440Z,true
687,2533726,2009-12-16T19:11:01.440Z,true
688,2533726,2009-12-16T19:11:01.440Z,true
689,2533726,2009-12-16T19:11:01.440Z,true
690,2533726,2009-12-16T19:11:01.440Z,true
691,2533726,2009-12-16T19:11:01.440Z,true
693,2533726,2009-12-16T19:11:01.440Z,true
694,2533726,2009-12-16T19:11:01.440Z,true
695,2533726,2009-12-16T19:11:01.440Z,true
696,2533726,2009-12-16T19:11:01.440Z,true
697,2533726,2009-12-16T19:11:01.440Z,true
698,2533726,2009-12-16T19:11:01.440Z,true
699,2533726,2009-12-16T19:11:01.440Z,true
700,2533726,2009-12-16T19:11:01.440Z,true
702,2533726,2009-12-16T19:11:01.440Z,true
703,2533726,2009-12-16T19:11:01.440Z,true
704,2533726,2009-12-16T19:11:01.440Z,true
705,2533726,2009-12-16T19:11:01.440Z,true
706,2533726,2009-12-16T19:11:01.440Z,true
707,2533726,2009-12-16T19:11:01.440Z,true
708,2533726,2009-12-16T19:11:01.440Z,true
709,2533726,2009-12-16T19:11:01.440Z,true
710,2533726,2009-12-16T19:11:01.440Z,true
711,2533726,2009-12-16T19:11:01.440Z,true
712,2533726,2009-12-16T19:11:01.440Z,true
713,2533726,2009-12-16T19:11:01.440Z,true
714,2533726,2009-12-16T19:11:01.440Z,true
715,2533726,2009-12-16T19:11:01.440Z,true
716,2533726,2009-12-16T19:11:01.440Z,true
717,2533726,2009-12-16T19:11:01.440Z,true
718,2533726,2009-12-16T19:11:01.440Z,true
719,2533726,2009-12-16T19:11:01.440Z,true
720,2533726,2009-12-16T19:11:01.440Z,true
721,2533726,2009-12-16T19:11:01.440Z,true
722,2533726,2009-12-16T19:11:01.440Z,true
724,2533726,2009-12-16T19:11:01.440Z,true
726,2533726,2009-12-16T19:11:01.440Z,true
727,2533726,2009-12-16T19:11:01.440Z,true
728,2533726,2009-12-16T19:11:01.440Z,true
729,2533726,2009-12-16T19:11:01.440Z,true
731,2533726,2009-12-16T19:11:01.440Z,true
732,2533726,2009-12-16T19:11:01.440Z,true
733,2533726,2009-12-16T19:11:01.440Z,true
734,2533726,2009-12-16T19:11:01.440Z,true
735,2533726,2009-12-16T19:11:01.440Z,true
736,2533726,2009-12-16T19:11:01.440Z,true
738,2533726,2009-12-16T19:11:01.440Z,true
739,2533726,2009-12-16T19:11:01.440Z,true
740,2533726,2009-12-16T19:11:01.440Z,true
741,2533726,2009-12-16T19:11:01.440Z,true
742,2533726,2009-12-16T19:11:01.440Z,true
743,2533726,2009-12-16T19:11:01.440Z,true
744,2533726,2009-12-16T19:11:01.440Z,true
745,2533726,2009-12-16T19:11:01.440Z,true
746,2533726,2009-12-16T19:11:01.440Z,true
747,2533726,2009-12-16T19:11:01.440Z,true
748,2533726,2009-12-16T19:11:01.440Z,true
750,2533726,2009-12-16T19:11:01.440Z,true
751,2533726,2009-12-16T19:11:01.440Z,true
752,2533726,2009-12-16T19:11:01.440Z,true
753,2533726,2009-12-16T19:11:01.440Z,true
754,2533726,2009-12-16T19:11:01.440Z,true
755,2533726,2009-12-16T19:11:01.440Z,true
756,2533726,2009-12-16T19:11:01.440Z,true
757,2533726,2009-12-16T19:11:01.440Z,true
758,2533726,2009-12-16T19:11:01.440Z,true
759,2533726,2009-12-16T19:11:01.440Z,true
760,2533726,2009-12-16T19:11:01.440Z,true
761,2533726,2009-12-16T19:11:01.440Z,true
762,2533726,2009-12-16T19:11:01.440Z,true
763,2533726,2009-12-16T19:11:01.440Z,true
764,2533726,2009-12-16T19:11:01.440Z,true
765,2533726,2009-12-16T19:11:01.440Z,true
766,2533726,2009-12-16T19:11:01.440Z,true
767,2533726,2009-12-16T19:11:01.440Z,true
768,2533726,2009-12-16T19:11:01.440Z,true
769,2533726,2009-12-16T19:11:01.440Z,true
770,2533726,2009-12-16T19:11:01.440Z,true
771,2533726,2009-12-16T19:11:01.440Z,true
772,2533726,2009-12-16T19:11:01.440Z,true
773,2533726,2009-12-16T19:11:01.440Z,true
774,2533726,2009-12-16T19:11:01.440Z,true
775,2533726,2009-12-16T19:11:01.440Z,true
777,2533726,2009-12-16T19:11:01.440Z,true
778,2533726,2009-12-16T19:11:01.440Z,true
779,2533726,2009-12-16T19:11:01.440Z,true
780,2533726,2009-12-16T19:11:01.440Z,true
781,2533726,2009-12-16T19:11:01.440Z,true
782,2533726,2009-12-16T19:11:01.440Z,true
783,2533726,2009-12-16T19:11:01.440Z,true
784,2533726,2009-12-16T19:11:01.440Z,true
785,2533726,2009-12-16T19:11:01.440Z,true
786,2533726,2009-12-16T19:11:01.440Z,true
788,2533726,2009-12-16T19:11:01.440Z,true
789,2533726,2009-12-16T19:11:01.440Z,true
790,2533726,2009-12-16T19:11:01.440Z,true
791,2533726,2009-12-16T19:11:01.440Z,true
794,2533726,2009-12-16T19:11:01.440Z,true
795,2533726,2009-12-16T19:11:01.440Z,true
796,2533726,2009-12-16T19:11:01.440Z,true
797,2533726,2009-12-16T19:11:01.440Z,true
798,2533726,2009-12-16T19:11:01.440Z,true
799,2533726,2009-12-16T19:11:01.440Z,true
800,2533726,2009-12-16T19:11:01.440Z,true
801,2533726,2009-12-16T19:11:01.440Z,true
802,2533726,2009-12-16T19:11:01.440Z,true
803,2533726,2009-12-16T19:11:01.440Z,true
804,2533726,2009-12-16T19:11:01.440Z,true
805,2533726,2009-12-16T19:11:01.440Z,true
806,2533726,2009-12-16T19:11:01.440Z,true
807,2533726,2009-12-16T19:11:01.440Z,true
808,2533726,2009-12-16T19:11:01.440Z,true
809,2533726,2009-12-16T19:11:01.440Z,true
810,2533726,2009-12-16T19:11:01.440Z,true
811,2533726,2009-12-16T19:11:01.440Z,true
812,2533726,2009-12-16T19:11:01.440Z,true
813,2533726,2009-12-16T19:11:01.440Z,true
814,2533726,2009-12-16T19:11:01.440Z,true
815,2533726,2009-12-16T19:11:01.440Z,true
816,2533726,2009-12-16T19:11:01.440Z,true
817,2533726,2009-12-16T19:11:01.440Z,true
818,2533726,2009-12-16T19:11:01.440Z,true
819,2533726,2009-12-16T19:11:01.440Z,true
820,2533726,2009-12-16T19:11:01.440Z,true
821,2533726,2009-12-16T19:11:01.440Z,true
822,2533726,2009-12-16T19:11:01.440Z,true
823,2533726,2009-12-16T19:11:01.440Z,true
824,2533726,2009-12-16T19:11:01.440Z,true
825,2533726,2009-12-16T19:11:01.440Z,true
827,2533726,2009-12-16T19:11:01.440Z,true
828,2533726,2009-12-16T19:11:01.440Z,true
829,2533726,2009-12-16T19:11:01.440Z,true
830,2533726,2009-12-16T19:11:01.440Z,true
831,2533726,2009-12-16T19:11:01.440Z,true
832,2533726,2009-12-16T19:11:01.440Z,true
833,2533726,2009-12-16T19:11:01.440Z,true
834,2533726,2009-12-16T19:11:01.440Z,true
835,2533726,2009-12-16T19:11:01.440Z,true
836,2533726,2009-12-16T19:11:01.440Z,true
837,2533726,2009-12-16T19:11:01.440Z,true
838,2533726,2009-12-16T19:11:01.440Z,true
839,2533726,2009-12-16T19:11:01.440Z,true
840,2533726,2009-12-16T19:11:01.440Z,true
841,2533726,2009-12-16T19:11:01.440Z,true
842,2533726,2009-12-16T19:11:01.440Z,true
843,2533726,2009-12-16T19:11:01.440Z,true
844,2533726,2009-12-16T19:11:01.440Z,true
845,2533726,2009-12-16T19:11:01.440Z,true
846,2533726,2009-12-16T19:11:01.440Z,true
848,2533726,2009-12-16T19:11:01.440Z,true
849,2533726,2009-12-16T19:11:01.440Z,true
850,2533726,2009-12-16T19:11:01.440Z,true
851,2533726,2009-12-16T19:11:01.440Z,true
852,2533726,2009-12-16T19:11:01.440Z,true
853,2533726,2009-12-16T19:11:01.440Z,true
854,2533726,2009-12-16T19:11:01.440Z,true
855,2533726,2009-12-16T19:11:01.440Z,true
856,2533726,2009-12-16T19:11:01.440Z,true
857,2533726,2009-12-16T19:11:01.440Z,true
858,2533726,2009-12-16T19:11:01.440Z,true
859,2533726,2009-12-16T19:11:01.440Z,true
860,2533726,2009-12-16T19:11:01.440Z,true
861,2533726,2009-12-16T19:11:01.440Z,true
862,2533726,2009-12-16T19:11:01.440Z,true
863,2533726,2009-12-16T19:11:01.440Z,true
864,2533726,2009-12-16T19:11:01.440Z,true
865,2533726,2009-12-16T19:11:01.440Z,true
868,2533726,2009-12-16T19:11:01.440Z,true
870,2533726,2009-12-16T19:11:01.440Z,true
871,2533726,2009-12-16T19:11:01.440Z,true
872,2533726,2009-12-16T19:11:01.440Z,true
873,2533726,2009-12-16T19:11:01.440Z,true
874,2533726,2009-12-16T19:11:01.440Z,true
875,2533726,2009-12-16T19:11:01.440Z,true
876,2533726,2009-12-16T19:11:01.440Z,true
