WELL_MEASURES_ID,WELL_TEST_ID,WELL_COMPLETION_INTERVAL,CURRENT_WELL_USE,WELL_DEPTH,WELL_DEPTH_TEXT,WELL_COMPLETION_UNIT,DEPTH_UNIT,WELL_IN_PIT,CREATE_TIMESTAMP,CREATE_USERID
1203373,12748,null,"Domestic and Agricultural (stock, irrigation)",48.77,null,null,metres,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1203375,11647,null,Domestic,22.86,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203377,11739,null,"Agricultural (stock, irrigation)",40,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203379,9524,null,"Domestic and Agricultural (stock, irrigation)",null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1203381,9573,null,"Domestic and Agricultural (stock, irrigation)",51.82,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203383,12816,null,"Domestic and Agricultural (stock, irrigation)",33.54,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203385,11030,null,"Domestic and Agricultural (stock, irrigation)",25.91,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203387,9657,null,Domestic,30.48,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203389,8436,null,"Domestic and Agricultural (stock, irrigation)",52.73,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203391,10666,null,Domestic,24.38,null,null,metres,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1203393,10130,null,Domestic,29.26,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203395,11648,null,"Domestic and Agricultural (stock, irrigation)",48.77,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203397,10667,null,Domestic,30.48,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203399,12749,null,Domestic,null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1203401,9574,null,Domestic & Stock,null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1203403,12817,null,Domestic & Stock,null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1203405,10561,null,Domestic & Stock,54.9,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203407,5271,null,Domestic & Stock,null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1203409,12151,null,Domestic,null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1203411,10562,null,Domestic,48.8,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203413,12818,null,Domestic,null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1203415,6991,null,Non-Domestic,null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1203417,11183,null,Domestic,null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1203419,9290,null,Domestic,null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1203421,8997,null,null,null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1203423,12152,null,Domestic,54.9,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203425,11702,null,Domestic,17.4,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203427,12007,null,Stock,35.4,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203429,9658,null,Domestic,36.6,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203431,12819,null,Domestic,36.6,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203433,12820,null,Domestic,null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1203435,11703,null,null,null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1203437,9659,null,Domestic,null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1203439,9525,null,Domestic,null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1203441,9660,null,Other,41.1,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203443,8998,null,Other,47.2,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203445,11031,null,Domestic,43.9,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203447,6499,null,Domestic & Stock,44.2,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203449,12750,null,Domestic,null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1203451,8437,null,Stock,36.6,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203453,6500,null,Domestic,79.2,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203455,11032,null,Domestic,48.8,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203457,10668,null,Domestic,33.5,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203459,11740,null,Domestic,85.3,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203461,10131,null,Domestic,42.7,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203463,10132,null,Domestic,48.8,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203471,11741,null,Domestic,24.17,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203473,10337,null,Domestic,99.06,null,null,metres,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1203475,10669,null,"Domestic and Agricultural (stock, irrigation)",85.34,null,null,metres,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1203477,12008,null,"Agricultural (stock, irrigation)",null,null,null,null,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1203479,9575,null,Domestic,null,null,null,null,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1203481,8438,null,"Agricultural (stock, irrigation)",null,null,null,null,null,2011-10-20T10:38:47.000Z,CONVERSION
1203483,5272,null,"Domestic and Agricultural (stock, irrigation)",76.2,null,null,metres,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1203485,9291,null,null,null,null,null,null,No,2011-10-20T10:38:47.000Z,CONVERSION
1203487,11649,null,Not in use,null,null,null,null,No,2011-10-20T10:38:47.000Z,CONVERSION
1203489,12751,null,Assumed Domestic,91,null,null,metres,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1203491,9292,null,Assumed Domestic and Stock,61,null,null,metres,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1203493,6501,null,null,null,null,null,null,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1203495,9576,null,Domestic,null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1203497,8999,null,"Agricultural (stock, irrigation)",null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1203499,10670,null,"Agricultural (stock, irrigation)",45.11,null,null,metres,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1203501,11742,null,Domestic,68.58,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203503,11704,null,Domestic,null,null,null,null,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1203505,6502,null,Domestic,176.78,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203507,11184,null,null,null,null,null,null,No,2011-10-20T10:38:47.000Z,CONVERSION
1203509,10563,null,"Domestic and Agricultural (stock, irrigation)",20.12,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203511,12009,null,Domestic,12.19,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203513,11650,null,"Domestic and Agricultural (stock, irrigation)",57.91,null,null,metres,No,2011-10-20T10:38:47.000Z,CONVERSION
1203515,6992,null,"Domestic and Agricultural (stock, irrigation)",66.14,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203517,11743,null,"Domestic and Agricultural (stock, irrigation)",54.87,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203519,12821,null,Domestic,67.06,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203521,12153,null,Domestic,null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1203523,9000,null,null,null,null,null,null,No,2011-10-20T10:38:47.000Z,CONVERSION
1203525,6503,null,Domestic,59.44,null,null,metres,Yes,2011-10-20T10:38:47.000Z,CONVERSION
1203527,12010,null,House water well and livestock,null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1203529,9661,null,Domestic,78.64,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203531,5273,null,Domestic,76.2,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203533,6993,null,"Domestic and Agricultural (stock, irrigation)",76.2,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203535,11705,null,Domestic,73.15,null,null,metres,No,2011-10-20T10:38:47.000Z,CONVERSION
1203537,9526,null,"Agricultural (stock, irrigation)",null,null,null,null,No,2011-10-20T10:38:47.000Z,CONVERSION
1203539,9662,null,"Agricultural (stock, irrigation)",73.15,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203541,12752,null,"Domestic and Agricultural (stock, irrigation)",74.37,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203543,6994,null,"Agricultural (stock, irrigation)",73.15,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203545,9663,null,"Domestic and Agricultural (stock, irrigation)",86.87,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203547,9577,null,null,null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1203549,11706,null,null,null,null,null,null,No,2011-10-20T10:38:47.000Z,CONVERSION
1203551,12753,null,Assumed Domestic,null,null,null,null,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1203553,11707,null,"Agricultural (stock, irrigation)",null,null,null,null,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1203555,11789,null,null,null,null,null,null,Yes,2011-10-20T10:38:47.000Z,CONVERSION
1203557,9527,null,null,null,null,null,null,No,2011-10-20T10:38:47.000Z,CONVERSION
1203559,9952,null,Domestic,null,null,null,null,Yes,2011-10-20T10:38:47.000Z,CONVERSION
1203561,11744,null,Domestic,91.44,null,null,metres,null,2011-10-20T10:38:47.000Z,CONVERSION
1203563,9001,null,"Agricultural (stock, irrigation)",24.38,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203565,10338,null,"Agricultural (stock, irrigation)",42.67,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203567,12837,null,Domestic,null,null,null,null,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1203573,9578,null,Domestic,42.7,null,null,metres,null,2011-10-20T10:38:47.000Z,CONVERSION
1203575,9002,null,"Agricultural (stock, irrigation)",42.7,null,null,metres,null,2011-10-20T10:38:47.000Z,CONVERSION
1203577,9293,null,Domestic,39.62,null,null,metres,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1203579,6098,null,"Domestic and Agricultural (stock, irrigation)",14.84,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203581,11186,null,"Domestic and Agricultural (stock, irrigation)",64.01,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203583,6995,null,"Domestic and Agricultural (stock, irrigation)",60,null,null,metres,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1203585,11746,null,"Stock, has not been used for quite some time",13,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203587,10780,null,Other,84.73,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203589,10133,null,Domestic,176.78,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203591,12822,null,"Domestic and Agricultural (stock, irrigation)",80,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203593,10671,null,"Domestic and Agricultural (stock, irrigation)",9.27,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203595,5274,null,domestic,null,null,null,null,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1203597,12154,null,"Agricultural (stock, irrigation)",null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1203599,10781,null,Domestic,54.86,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203601,9579,null,"Domestic and Agricultural (stock, irrigation)",45.72,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203603,11033,null,"Domestic and Agricultural (stock, irrigation)",41.15,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203605,12838,null,Domestic,60.96,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203607,9580,null,Other,60.96,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203609,8439,null,"Domestic and Agricultural (stock, irrigation)",64.01,null,null,metres,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1203611,9953,null,"Agricultural (stock, irrigation)",27.43,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203613,10672,null,"Domestic and Agricultural (stock, irrigation)",67.06,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203615,9294,null,"Agricultural (stock, irrigation)",null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1203617,12011,null,"Agricultural (stock, irrigation)",73.15,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203619,11747,null,"Domestic and Agricultural (stock, irrigation)",null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1203621,6504,null,"Agricultural (stock, irrigation)",null,null,null,null,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1203623,9954,null,"Domestic and Agricultural (stock, irrigation)",42.67,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203625,6505,null,Domestic,77.72,null,null,metres,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1203627,9955,null,"Domestic and Agricultural (stock, irrigation)",25.91,null,null,metres,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1203629,12012,null,"Domestic and Agricultural (stock, irrigation)",35.05,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203631,6099,null,Domestic,54.86,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203633,6506,null,"Domestic and Agricultural (stock, irrigation)",null,null,null,null,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1203635,11651,null,"Agricultural (stock, irrigation)",23.16,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203637,6100,null,Domestic,29.87,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203639,9003,null,"Agricultural (stock, irrigation)",51.82,null,null,metres,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1203641,12155,null,Domestic,60.96,null,null,metres,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1203643,11187,null,Domestic,57.91,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203645,10339,null,"Agricultural (stock, irrigation)",45.72,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203647,10673,null,Domestic,64.01,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203649,9581,null,"Agricultural (stock, irrigation)",18.29,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203651,9956,null,Domestic,null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1203653,11188,null,"Domestic and Agricultural (stock, irrigation)",null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1203655,11829,null,"Domestic and Agricultural (stock, irrigation)",50.29,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203657,10782,null,Stock,null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1203659,10340,null,stock,null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1203661,10783,null,"Domestic and Agricultural (stock, irrigation)",35.05,null,null,metres,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1203663,9664,null,"Domestic and Agricultural (stock, irrigation)",26.52,null,null,metres,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1203665,5275,null,Domestic,30,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203667,12156,null,"Domestic and Agricultural (stock, irrigation)",54.86,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203669,9957,null,"Agricultural (stock, irrigation)",36.58,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203671,6996,null,"Domestic and Agricultural (stock, irrigation)",73.15,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203673,9295,null,domestic,79,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203675,10564,null,stock,21.95,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203677,11652,null,null,56,null,null,metres,No,2011-10-20T10:38:47.000Z,CONVERSION
1203679,9665,null,"Agricultural (stock, irrigation): currently not in",32.7,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203681,9296,null,"Domestic and Agricultural (stock, irrigation)",42.67,null,null,metres,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1203683,11653,null,"Agricultural (stock, irrigation)",36.58,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203685,10341,null,Domestic,36.58,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203687,6101,null,"Domestic and Agricultural (stock, irrigation)",44.2,null,null,metres,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1203689,5276,null,Domestic,27.43,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203691,10134,null,Domestic,null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1203693,12823,null,"Domestic and Agricultural (stock, irrigation)",30.48,null,null,metres,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1203695,10135,null,"Domestic and Agricultural (stock, irrigation)",56.39,null,null,metres,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1203697,10674,null,"Domestic and Agricultural (stock, irrigation)",3.66,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203699,11189,null,Domestic,79.25,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203701,11830,null,"Domestic and Agricultural (stock, irrigation)",50.6,null,null,metres,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1203703,10784,null,Domestic,30.48,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203705,11831,null,"Agricultural (stock, irrigation)",18.3,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203707,9958,null,Domestic,36.58,null,null,metres,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1203709,11832,null,Household,125,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203711,10342,null,Domestic,19.81,null,null,metres,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1203713,5277,null,"Agricultural (stock, irrigation)",63.4,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203715,9959,null,"Domestic and Agricultural (stock, irrigation)",54.86,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203717,12157,null,Domestic,42.67,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203719,10785,null,Domestic,85.36,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203721,6997,null,"Domestic and Agricultural (stock, irrigation)",null,null,null,null,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1203723,10675,null,"Domestic and Agricultural (stock, irrigation)",27.44,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203725,9004,null,null,null,null,null,null,No,2011-10-20T10:38:47.000Z,CONVERSION
1203727,6998,null,"Domestic and Agricultural (stock, irrigation)",36.58,null,null,metres,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1203729,6999,null,null,null,null,null,null,null,2011-10-20T10:38:47.000Z,CONVERSION
1203731,7461,null,"Agricultural (stock, irrigation)",27.4,null,null,metres,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1203733,9005,null,Domestic,60.96,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203735,6102,null,Domestic,null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1203737,7462,null,Domestic,45.72,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203739,6103,null,"Agricultural (stock, irrigation)",32.61,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203741,5278,null,"Domestic and Agricultural (stock, irrigation)",null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1203743,12839,null,Domestic,125,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203745,11790,null,Domestic,30.48,null,null,metres,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1203747,6104,null,Other,null,null,null,null,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1203749,9006,null,Other,47.85,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203751,10786,null,"Domestic and Agricultural (stock, irrigation)",39.63,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203753,9007,null,Domestic,30.48,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203755,11833,null,Domestic,96.62,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203757,9666,null,Domestic,18.29,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203759,8440,null,Domestic,73.15,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203761,9667,null,"Agricultural (stock, irrigation)",54.86,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203763,8441,null,Other,19.82,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203765,12840,null,"Domestic and Agricultural (stock, irrigation)",27.43,null,null,metres,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1203767,11190,null,Domestic,45.72,null,null,metres,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1203769,10136,null,Domestic,54.86,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203771,11191,null,"Domestic and Agricultural (stock, irrigation)",null,null,null,null,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1203773,6507,null,Domestic,51.76,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203775,9582,null,"Domestic and Agricultural (stock, irrigation)",54.86,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203777,10343,null,"Agricultural (stock, irrigation)",13.72,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203779,6105,null,"Domestic and Agricultural (stock, irrigation)",30.48,null,null,metres,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1203781,11654,null,"Domestic and Agricultural (stock, irrigation)",48.77,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203783,10565,null,Domestic,59.44,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203785,12824,null,Domestic,12.2,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203787,9008,null,Domestic,60.96,null,null,metres,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1203789,11034,null,"Agricultural (stock, irrigation)",42.67,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203791,10137,null,"Domestic and Agricultural (stock, irrigation)",24.38,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203793,10344,null,Domestic,59.44,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203795,10138,null,Domestic,null,null,null,null,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1203797,12013,null,"Agricultural (stock, irrigation)",39.02,null,null,metres,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1203799,8442,null,"Domestic and Agricultural (stock, irrigation)",50.29,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203801,5279,null,"Domestic and Agricultural (stock, irrigation)",97.54,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203803,6106,null,Domestic,45.72,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203805,9668,null,Domestic,null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1203807,9583,null,"Domestic and Agricultural (stock, irrigation)",null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1203809,5280,null,Other,null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1203811,11655,null,"Domestic and Agricultural (stock, irrigation)",null,null,null,null,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1203813,12158,null,"Domestic and Agricultural (stock, irrigation)",null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1203815,12159,null,"Domestic and Agricultural (stock, irrigation)",52.12,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203817,7463,null,Domestic,42.67,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203819,11791,null,"Domestic and Agricultural (stock, irrigation)",24.08,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203821,11656,null,"Domestic and Agricultural (stock, irrigation)",73.15,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203823,10566,null,"Domestic and Agricultural (stock, irrigation)",39.62,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203825,9297,null,"Agricultural (stock, irrigation)",32,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203827,9669,null,Domestic,62.18,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203829,12841,null,Domestic,60.96,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203831,9584,null,Other: not in use,42.67,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203833,6107,null,Domestic,41.76,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203835,10567,null,Domestic,51.82,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203837,10345,null,"Domestic and Agricultural (stock, irrigation)",null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1203839,6508,null,"Domestic and Agricultural (stock, irrigation)",null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1203841,8443,null,Domestic,24.4,null,null,metres,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1203843,12160,null,Domestic,27.43,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203845,12842,null,"Agricultural (stock, irrigation)",24.4,null,null,metres,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1203847,9585,null,Other,54.86,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203849,10139,null,Industrial,null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1203851,6509,null,Industrial,97.54,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203853,12161,null,Domestic,null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1203855,9009,null,Domestic,103.63,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203857,9298,null,"Domestic and Agricultural (stock, irrigation)",58.22,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203859,11035,null,"Domestic and Agricultural (stock, irrigation)",47.85,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203861,5281,null,"Agricultural (stock, irrigation)",60.98,null,null,metres,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1203863,9960,null,"Domestic and Agricultural (stock, irrigation)",60.96,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1203865,5282,null,"Domestic and Agricultural (stock, irrigation)",null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1203867,11834,null,Domestic,null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1203869,9586,null,"Domestic and Agricultural (stock, irrigation)",64.01,null,null,metres,Yes,2011-10-20T10:38:47.710Z,CONVERSION
