WELL_MEASURES_ID,WELL_TEST_ID,WELL_COMPLETION_INTERVAL,CURRENT_WELL_USE,WELL_DEPTH,WELL_DEPTH_TEXT,WELL_COMPLETION_UNIT,DEPTH_UNIT,WELL_IN_PIT,CREATE_TIMESTAMP,CREATE_USERID
1186707,3295,null,Domestic and Livestock,220,null,null,feet,null,2011-10-20T10:38:47.710Z,CONVERSION
1186709,7912,null,Domestic,null,null,null,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186711,8169,null,null,null,null,null,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186713,2962,null,Domestic,null,null,null,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186715,1999,27.4 - 39.6 m,Domestic,39.6,null,null,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1186717,2507,null,Domestic,null,null,null,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186719,3125,null,Domestic,33.5,null,null,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1186721,2000,18.9 - 25.0 m,Domestic,25,null,null,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1186723,7148,23.16-40.23,Domestic,40.84,null,null,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1186725,7359,null,Other,63.09,null,null,metres,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1186727,7149,null,Domestic/Stock,45.72,null,null,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1186729,4468,null,Domestic/Agricultural,24,null,null,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1186731,4189,90 - 120,Agricultural,120,null,ft,feet,null,2011-10-20T10:38:47.710Z,CONVERSION
1186733,3807,110 - 140,Household & Agricultural,140,null,ft,feet,null,2011-10-20T10:38:47.710Z,CONVERSION
1186735,12331,185 - 285,Household & Agricultural,285,null,ft,feet,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1186737,2449,null,null,null,null,null,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186739,6188,27.43 - 32,Domestic,32,null,null,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1186741,3296,null,null,null,null,null,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186743,2450,null,Domestic/Stock,57.91,null,null,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1186745,2963,null,null,null,null,null,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186747,2702,null,Domestic/Stock,null,null,null,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186749,3017,null,null,137.16,null,null,metres,null,2011-10-20T10:38:47.000Z,CONVERSION
1186751,4178,null,Domestic,null,null,null,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186753,6173,40-46 m,Domestic,50,null,null,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1186755,6174,"16.46-17.68 m, 53.35-65.53 m",Domestic,65.53,null,null,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1186757,2561,null,Domestic,null,null,null,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186759,3018,null,Irrigation/Washing,null,null,null,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186761,12230,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186763,2129,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186765,2794,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186767,2015,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186769,2016,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186771,12231,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186773,5457,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186775,2675,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186777,2481,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186779,2795,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186781,2888,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186783,4160,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186785,2746,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186787,2889,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186789,1976,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186791,2423,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186793,12232,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186797,2796,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186799,5338,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186801,2676,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186803,2192,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186805,1977,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186807,2621,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186809,4161,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186811,6891,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186813,7329,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186815,5458,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186817,7330,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186819,2193,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186821,2890,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186823,1978,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186825,2542,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186827,2842,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186829,3004,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186831,2194,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186833,7331,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186835,2543,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186837,5459,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186839,2797,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186841,4162,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186843,2544,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186845,7076,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186847,2622,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186849,4163,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186851,6892,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186853,2677,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186855,2798,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186857,2747,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186859,2938,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186861,2678,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186863,2891,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186865,2017,24.38 - 36.58,null,36.58,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1186867,2018,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186869,2939,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186871,7332,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186873,7077,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186875,5339,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186877,2424,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186879,12233,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186881,2584,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186883,2019,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186885,2482,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186887,12234,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186889,5460,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186891,2940,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186893,6893,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186895,5340,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186897,2799,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186899,2425,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186901,2585,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186903,2545,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186905,2748,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186909,2546,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186911,2426,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186913,2021,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186915,2084,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186917,2547,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186919,6894,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186921,2130,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186923,12235,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186925,2131,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186927,2132,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186929,2892,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186931,2085,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186933,5461,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186935,7078,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186937,2086,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186939,2679,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186941,2586,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186943,7333,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186947,2587,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186949,7079,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186951,1979,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186953,2548,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186955,6895,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186957,2749,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186959,5341,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186961,7891,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186963,4164,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186965,5462,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186967,2427,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186969,2800,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186971,2801,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186973,2623,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186975,5463,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186977,12236,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186979,3005,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186981,2022,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186983,7334,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186985,2195,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186987,2484,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186989,7080,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186991,7081,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186993,2624,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186995,7892,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186997,2802,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1186999,5464,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1187001,2023,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1187003,2196,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1187005,2588,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1187007,2428,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1187009,7082,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1187011,2941,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1187013,5465,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1187015,2429,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1187017,7083,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1187019,3006,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1187021,2485,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1187023,2750,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1187025,7084,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1187027,2133,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1187029,2625,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1187031,1980,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1187033,2024,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1187035,1981,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1187037,2626,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1187039,2549,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1187041,7085,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1187043,6896,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1187045,7335,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1187047,2627,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1187049,2628,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1187051,7086,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1187053,3007,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1187057,2751,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1187059,2589,null,null,12.75,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187061,2087,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1187063,2590,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1187065,2486,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1187067,2803,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1187069,7087,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1187071,2430,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1187073,2550,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1187075,2551,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1187077,2431,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1187079,5466,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1187081,7893,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1187083,3008,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1187085,6897,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1187087,2893,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1187089,2552,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1187091,2629,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1187093,2432,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1187095,12238,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1187097,2025,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1187101,4165,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1187103,1756,null,null,21.94,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187105,1955,53.34 - 54.86,null,54.86,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187107,1458,41.15 - 45.72,null,45.72,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187109,1603,43.89 - 45.72,null,45.72,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187111,1501,32 - 51.81,null,54.86,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187113,1272,7.31 - 13.41,null,13.41,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187115,6247,12.19 - 18.29,null,18.29,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187117,1562,39.62 - 48.77,null,48.77,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187119,1604,null,null,39.62,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187121,2712,null,null,131.36,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187123,5310,6.1 - 18.29,null,18.29,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187125,1273,61.26 - 75.89,null,75.89,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187127,1710,48.77 - 79.24,null,79.24,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187129,1902,null,null,11.58,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187131,5432,82.29 - 109.72,null,109.72,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187133,1502,89 - 90.22,null,90.22,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187139,5433,null,null,72.23,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187141,1122,null,null,39.62,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187143,6302,67.05 - 88.39,null,88.39,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187145,1123,null,null,86.86,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187147,1170,78.94 - 79.55,null,79.55,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187149,1956,null,null,48.77,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187151,1323,24.99 - 32,null,32,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187153,7045,39.01 - 42.06,null,42.06,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187155,1605,2.74 - 53.34,null,53.34,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187157,1409,24.38 - 39.62,null,41.15,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187159,2713,33.83 - 42.67,null,42.67,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187161,1274,null,null,33.53,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187163,1410,null,null,40.84,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187165,1460,17.37 - 77.72,null,77.72,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187167,1503,25.91 - 48.77,null,48.77,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187169,6248,45.41 - 70.1,null,70.1,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187173,2514,45.72 - 50.29,null,50.29,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187175,5434,35.05 - 65.53,null,65.53,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187179,1757,31.39 - 44.19,null,44.19,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187181,7046,null,null,30.48,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187183,1275,19.2 - 27.43,null,27.43,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187185,7047,41.76 - 54.86,null,54.86,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187187,1957,101.19 - 105.46,null,105.46,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187189,5435,15.24 - 18.29,null,18.29,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187191,1063,27.43 - 36.57,null,36.57,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187193,1461,40.23 - 45.72,null,45.72,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187195,1811,null,null,48.77,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187197,2714,31.09 - 36.57,null,36.57,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187199,1711,30.48 - 36.57,null,36.57,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187201,1712,null,null,54.86,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187203,1124,null,null,48.77,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187205,1857,46.33 - 48.77,null,48.77,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187207,1125,32.31 - 42.67,null,42.67,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187209,2715,24.38 - 32,null,32,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187211,1713,26.82 - 35.05,null,35.05,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187213,2162,34.14 - 47.24,null,47.24,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187215,1812,21.33 - 30.48,null,30.48,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187217,1126,null,null,38.1,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187219,1714,24.38 - 53.34,null,53.34,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187221,1903,31.39 - 45.72,null,45.72,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187223,2716,25.91 - 45.72,null,45.72,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187225,1127,null,null,45.72,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187227,1858,null,null,91.44,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187229,1462,36.57 - 42.06,null,42.06,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187231,2163,28.04 - 32,null,32,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187233,6249,12.8 - 64,null,64,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187235,1171,36.57 - 48.77,null,48.77,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187237,2164,36.57 - 48.77,null,48.77,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187239,1904,31.39 - 36.57,null,36.57,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187241,1463,7.62 - 30.48,null,30.48,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187243,7048,40.23 - 42.67,null,42.67,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187245,1504,null,null,48.77,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187249,1505,48.77 - 58.52,null,58.52,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187251,6304,42.67 - 48.77,null,48.77,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187253,5311,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1187255,1276,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1187257,1958,45.11 - 54.86,null,54.86,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187259,1277,48.77 - 60.96,null,60.96,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187261,1606,null,null,26.52,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187263,5312,31.09 - 43.28,null,43.28,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187265,2408,5.79 - 6.4,null,6.4,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187267,1905,49.07 - 54.86,null,54.86,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187269,1064,46.33 - 51.81,null,51.81,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187271,1859,35.36 - 52.42,null,52.42,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187273,1172,19.2 - 59.43,null,59.43,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187277,1464,null,null,48.77,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187279,1906,48.77 - 62.48,null,62.48,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187281,5314,null,null,null,null,m,null,null,2011-10-20T10:38:47.710Z,CONVERSION
1187283,6305,22.55 - 31.09,null,31.09,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187285,1607,null,null,64,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187287,1758,22.86 - 41.15,null,41.15,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187291,1759,30.48 - 73.15,null,73.15,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187293,1608,41.76 - 53.34,null,53.34,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187295,1563,null,null,54.86,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187297,1715,38.1 - 67.05,null,67.05,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
1187299,1128,null,null,27.43,null,m,metres,null,2011-10-20T10:38:47.710Z,CONVERSION
