WELL_ID,GOA_WELL_ID,WELL_GIC_ID,WELL_GIC_ID_TEXT,LATTITUDE,LONGITUDE,LSD,SECTION,QTR,TOWNSHIP,RANGE,MERIDIAN,YEAR_WELL_DRILLED,YEAR_WELL_DRILLED_TEXT,WELL_LOCATION,LEGAL_LAND_LOCATION,ELEVATION,ELEVATION_UNITS,CREATE_TIMESTAMP,CREATE_USERID
11363,null,null,null,52.454411,-113.116314,null,21,SW,40,22,4,null,null,1m north of shop,SW-21-040-22-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11364,null,162703,null,51.507292,-113.523439,null,25,SE,29,26,4,1992,null,35 m west of house,SE-25-029-26-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11365,null,null,null,50.884477,-113.514421,null,22,SE,22,26,4,null,null,in pit in brown pumphouse,SE-22-022-26-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11366,null,230952,null,52.596113,-112.837731,null,8,SE,42,20,4,1988,null,~115 m NE of residence #1,SE-08-042-20-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11367,null,150089,null,51.896583,-113.20606,null,4,NW,34,23,4,1980,null,200 m east of pump house,NW-04-034-23-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11368,null,null,null,52.106201,-113.7461,null,23,SE,36,27,4,null,null,2 m NE of house,SE-23-036-27-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11369,null,116186,null,52.139987,-113.709753,null,31,NW,36,26,4,null,null,In basement of house,NW-31-036-26-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11370,null,null,null,51.181856,-113.052403,null,31,NE,25,22,4,null,null,south of house in pasture,NE-31-025-22-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11371,null,152831,null,52.29671,-112.551508,null,29,NW,38,18,4,1990,null,30m South of residence,NW-29-038-18-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11372,null,113546,null,51.065716,-113.521792,null,23,NE,24,26,4,1969,null,"south of house beside corals, in pit",NE-23-024-26-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11373,null,null,null,51.09507,-113.468156,null,32,NW,24,25,4,null,null,Approx. 45 m East of House,NW-32-024-25-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11374,null,286283,null,51.013157,-113.323962,null,5,SW,24,24,4,1996,null,3 m SE of old house,SW-05-024-24-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11375,null,240275,null,51.755514,-112.723189,null,23,SE,32,20,4,null,null,15 m north of house,SE-23-032-20-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11376,null,1475617,null,50.858231,-113.445635,null,7,NE,22,25,4,2006,null,"west of house, in front of garden",NE-07-022-25-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11377,null,null,null,51.925803,-113.004141,null,24,SW,34,22,4,null,null,SW 24-34-22 W4M,SW-24-034-22-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11378,null,129066,null,52.870099,-113.773577,null,7,NW,45,26,4,1985,null,null,NW-07-045-26-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11379,null,122573,null,51.080909,-113.263089,null,27,NE,24,24,4,1979,null,Under deck on west side of house,NE-27-024-24-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11380,null,135916,null,51.912188,-112.911932,null,16,SE,34,21,4,null,null,50 m south of house in pump house,SE-16-034-21-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11381,null,null,null,52.213237,-113.697214,null,30,NE,37,26,4,2002,null,18 m north of house,NE-30-037-26-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11382,null,null,null,52.21325,-113.69821,null,30,NE,37,26,4,2004,null,15 m east of house,NE-30-037-26-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11383,null,240973,null,52.262732,-113.670509,null,16,SW,38,26,4,null,null,"Well 20 m N of house, beside garage",SW-16-038-26-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11384,null,1075080,null,52.264363,-112.720972,null,13,SE,38,20,4,null,null,Inside of barn,SE-13-038-20-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11385,null,134548,null,50.951035,-112.860526,null,15,SW,23,21,4,1985,null,10 m west of house,SW-15-023-21-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11386,null,1305179,null,51.190046,-113.37589,null,1,SW,26,25,4,2005,null,east side of house,SW-01-026-25-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11387,null,257523,null,51.049788,-112.887096,null,16,NW,24,21,4,1995,null,20 m north  east of house,NW-16-024-21-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11388,null,null,null,50.999732,-112.962243,null,35,SE,23,22,4,null,null,In big bluff of trees,SE-35-023-22-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11389,null,134617,null,50.986504,-113.027301,null,28,SW,23,22,4,1982,null,4.3 m west of house,SW-28-023-22-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11390,null,null,null,50.833317,-113.508147,null,35,NW,21,26,4,null,null,15 m south of older brown quonset,NW-35-021-26-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11391,null,112894,null,51.185637,-113.398847,null,2,SW,26,25,4,1974,null,Approx. 12 m west of red shed,SW-02-026-25-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11392,null,null,null,50.87098,-113.39877,null,16,SE,22,25,4,null,null,15 m north east of house,SE-16-022-25-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11393,null,null,null,50.905734,-113.422249,null,29,NE,22,25,4,null,null,In Pit in old white building,NE-29-022-25-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11394,null,252537,null,50.921932,-113.366257,null,1,SW,23,25,4,1978,null,Approx. 28 m west of house,SW-01-023-25-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11395,null,111819,null,50.917999,-113.399381,null,33,NE,22,25,4,1975,null,40 m NE of house,NE-33-022-25-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11396,null,null,null,52.238225,-113.589731,null,1,NE,38,26,4,null,null,Spring that runs into weir,NE-01-038-26-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11397,null,257583,null,52.227357,-112.675203,null,32,NE,37,19,4,null,null,5m West of old residence in tin shed in cribbing,NE-32-037-19-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11398,null,137443,null,52.668546,-112.795631,null,2,SE,43,20,4,1980,null,60m NE of residence,SE-02-043-20-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11399,null,null,null,50.426752,-113.644697,null,16,SE,17,27,4,null,null,50 m SE of house in pit,SE-16-017-27-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11400,null,null,null,50.42754,-113.6003,null,14,SE,17,27,4,null,null,150 m NW of house (Lynda's house),SE-14-017-27-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11401,null,102732,null,52.301946,-113.407989,null,29,NW,38,24,4,null,null,40 m NE of house,NW-29-038-24-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11402,null,297358,null,52.347626,-113.632144,null,14,SW,39,26,4,null,null,100 m east of quonset,SW-14-039-26-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11403,null,229657,null,52.222266,-113.619625,null,35,SW,37,26,4,null,null,7 m south of house,SW-35-037-26-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11404,null,295380,null,52.894136,-113.147715,null,21,SW,45,22,4,null,null,30 m north of house,SW-21-045-22-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11405,null,null,null,52.999375,-113.264922,null,27,NW,46,23,4,null,null,40 m east of house beside tin shed,NW-27-046-23-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11406,null,109683,null,52.008397,-112.783055,null,15,NW,35,20,4,null,null,25 m north of house in pit,NW-15-035-20-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11407,null,null,null,51.62074,-113.43153,null,2,SE,31,25,4,null,null,Approx. 46 metres West of house in shed (Shop Well),SE-02-031-25-W4,918,metres,2011-10-20T10:38:47.710Z,CONVERSION
11408,null,1470062,null,51.74095,-113.42775,null,13,SW,32,25,4,2005,null,Approx. 25 metres East of corrals (Farm Well),SW-13-032-25-W4,915,metres,2011-10-20T10:38:47.710Z,CONVERSION
11409,null,104495,null,52.05739,-113.13747,null,6,SW,36,22,4,1985,null,"NE of barn in pumphouse, pit under pumphouse",SW-06-036-22-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11410,null,null,null,51.79529,-112.55769,null,1,SE,33,19,4,null,null,Well is in corrals north of road,SE-01-033-19-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11411,null,1305115,null,51.158288,-113.58731,null,29,SE,25,26,4,2004,null,In Field approx. 65 m West of the Road,SE-29-025-26-W4,951,metres,2011-10-20T10:38:47.710Z,CONVERSION
11412,null,299872,null,51.15032,-113.58808,null,20,NE,25,26,4,2002,null,North of old house near trees,NE-20-025-26-W4,954,metres,2011-10-20T10:38:47.710Z,CONVERSION
11413,null,257255,null,51.8427,-113.01942,null,23,SW,33,22,4,1994,null,40 feet south of log house,SW-23-033-22-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11414,null,null,null,51.84393,-113.02007,null,23,SW,33,22,4,null,null,North East of shop 20 feet,SW-23-033-22-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11415,null,null,null,51.64767,-112.74732,null,10,NE,31,20,4,null,null,"30 feet south of house , located in a pumphouse",NE-10-031-20-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11416,null,null,null,52.118157,-113.059678,null,27,SE,36,22,4,null,null,Approximately 470 meters east of CBM 2-27-36-22W4M (~2.8 Km south of TR370 in pasture between 2 slew,SE-27-036-22-W4,862,metres,2011-10-20T10:38:47.710Z,CONVERSION
11417,null,244314,null,50.911261,-113.399459,null,33,SE,22,25,4,1994,null,Approximately 20 m west of house,SE-33-022-25-W4,953,metres,2011-10-20T10:38:47.710Z,CONVERSION
11418,null,111814,null,50.912507,-113.400093,null,33,SE,22,25,4,1989,null,Approximately 15 m west of house and 15 m north of shop,SE-33-022-25-W4,950,metres,2011-10-20T10:38:47.710Z,CONVERSION
11419,null,280984,null,52.105046,-113.127037,null,19,SE,36,22,4,1987,null,10 m south of mobile home,SE-19-036-22-W4,893,metres,2011-10-20T10:38:47.710Z,CONVERSION
11420,null,1470525,null,52.101358,-113.089904,null,21,SW,36,22,4,2008,null,Approximately 15 south of house,SW-21-036-22-W4,905,metres,2011-10-20T10:38:47.710Z,CONVERSION
11421,null,281802,null,52.101893,-113.089622,null,21,SW,36,22,4,1981,null,Approximately 30 m east of house,SW-21-036-22-W4,892,metres,2011-10-20T10:38:47.710Z,CONVERSION
11422,null,281806,null,52.112335,-113.099122,null,21,NW,36,22,4,1943,null,Approximately 4 m north of house,NW-21-036-22-W4,888,metres,2011-10-20T10:38:47.710Z,CONVERSION
11423,null,103923,null,52.020961,-113.103863,null,20,NE,35,22,4,1980,null,Approximately 500 m southwest of land access point (Hwy 590),NE-20-035-22-W4,882,metres,2011-10-20T10:38:47.710Z,CONVERSION
11424,null,1470138,null,52.097426,-113.082901,null,16,NE,36,22,4,2005,null,Approximately 10m south of the house,NE-16-036-22-W4,904,metres,2011-10-20T10:38:47.710Z,CONVERSION
11425,null,null,null,52.099812,-113.079143,null,21,SE,36,22,4,null,null,Approximately 40 meters north of entrance to pasture (1 meter west of shelter in fenced in area),SE-21-036-22-W4,900,metres,2011-10-20T10:38:47.710Z,CONVERSION
11426,null,298455,null,52.012095,-113.077449,null,21,SE,35,22,4,2001,null,Approximately 100 m down land access road (connected to RR 223),SE-21-035-22-W4,935,metres,2011-10-20T10:38:47.710Z,CONVERSION
11427,null,null,null,51.8768,-112.86353,null,35,NE,33,21,4,null,null,"Well is in a pumphouse beside 2 grain bins, west side of road.",NE-35-033-21-W4,843,metres,2011-10-20T10:38:47.710Z,CONVERSION
11428,null,null,null,51.965233,-112.951783,null,32,NW,34,21,4,null,null,East side of Green shop in a pit,NW-32-034-21-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11429,null,null,null,51.61345,-113.42801,null,34,NW,30,25,4,2000,null,Approx. 35 metres West of RNG RD 252 and 19 metres South of driveway (Main Well),NW-34-030-25-W4,918,metres,2011-10-20T10:38:47.710Z,CONVERSION
11430,null,169075,null,51.65006,-113.43111,null,14,SE,31,25,4,1981,null,Approx. 10 metres North of house inside pump shed (House Well),SE-14-031-25-W4,940,metres,2011-10-20T10:38:47.710Z,CONVERSION
11431,null,226565,null,51.64204,-113.41193,null,12,NE,31,25,4,1949,null,"Approx. 25 metres Northwest of house, inside pumphouse  (House Well)",NE-12-031-25-W4,925,metres,2011-10-20T10:38:47.710Z,CONVERSION
11432,null,230949,null,52.59695,-112.88245,null,7,SW,42,20,4,1985,null,Aprrox. 2 metres Southeast of house (House Well),SW-07-042-20-W4,797,metres,2011-10-20T10:38:47.710Z,CONVERSION
11433,null,227761,null,51.7561,-113.4311,null,23,SE,32,25,4,1981,null,Approx. 25 metres West of house (House Well),SE-23-032-25-W4,914,metres,2011-10-20T10:38:47.710Z,CONVERSION
11434,null,null,null,51.221999,-113.236833,null,13,NW,26,24,4,1920,null,In pumphouse 10 meters north east of garage,NW-13-026-24-W4,928,metres,2011-10-20T10:38:47.710Z,CONVERSION
11435,null,41573,null,51.218974,-113.238892,null,14,SE,26,24,4,2002,null,100 meters west of east fence line by watering trough (~200 meters south of red barn),SE-14-026-24-W4,926,metres,2011-10-20T10:38:47.710Z,CONVERSION
11436,null,null,null,51.56008,-113.34677,null,8,NW,30,24,4,1950,null,Approx. 38 metres northeast of the shop (HOUSE WELL),NW-08-030-24-W4,898,metres,2011-10-20T10:38:47.710Z,CONVERSION
11437,null,287278,null,51.247696,-113.524056,null,26,SE,26,26,4,1997,null,Approx. 20 metres southeast of barn (HOUSE WELL),SE-26-026-26-W4,939,metres,2011-10-20T10:38:47.710Z,CONVERSION
11438,null,290050,null,51.26983,-113.78788,null,36,NW,26,28,4,1998,null,Approx. 100 metres southeast of the house inside a wooden fence (HOUSE WELL),NW-36-026-28-W4,1011,metres,2011-10-20T10:38:47.710Z,CONVERSION
11439,null,183602,null,50.716778,-111.89656,null,21,NW,20,14,4,1928,null,80 m  north of house,NW-21-020-14-W4,736,metres,2011-10-20T10:38:47.710Z,CONVERSION
11440,null,null,null,50.74852,-111.894714,null,4,SE,21,14,4,null,null,100 m east of house,SE-04-021-14-W4,761,metres,2011-10-20T10:38:47.710Z,CONVERSION
11441,null,97070,null,52.328601,-113.135517,null,5,NE,39,22,4,1986,null,In field beside pumphouse,NE-05-039-22-W4,832,metres,2011-10-20T10:38:47.710Z,CONVERSION
11442,null,null,null,52.33173,-113.138501,null,5,NW,39,22,4,1986,null,Inside horse corral,NW-05-039-22-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11443,null,113253,null,51.142576,-113.422333,null,22,SW,25,25,4,1980,null,Approx. 30 m North of Trailer,SW-22-025-25-W4,914,metres,2011-10-20T10:38:47.710Z,CONVERSION
11444,null,null,null,51.86679,-113.08306,null,29,NE,33,22,4,null,null,well bore in pit east of house,NE-29-033-22-W4,880,metres,2011-10-20T10:38:47.710Z,CONVERSION
11445,null,141525,null,51.86632,-113.08456,null,29,NE,33,22,4,1983,null,well bore south of shop,NE-29-033-22-W4,888,metres,2011-10-20T10:38:47.710Z,CONVERSION
11446,null,null,null,50.570858,-112.045963,null,32,NW,18,15,4,1960,null,5 m east of house,NW-32-018-15-W4,776,metres,2011-10-20T10:38:47.710Z,CONVERSION
11447,null,null,null,50.5715,-112.054521,null,5,SE,19,15,4,1960,null,25 m north of house,SE-05-019-15-W4,770,metres,2011-10-20T10:38:47.710Z,CONVERSION
11448,null,null,null,50.570858,-112.045963,null,32,NW,18,15,4,1979,null,50 m south of house in pumphouse,NW-32-018-15-W4,763,metres,2011-10-20T10:38:47.710Z,CONVERSION
11449,null,null,null,50.573267,-112.05401,null,5,SE,19,15,4,1960,null,45 m NE of house,SE-05-019-15-W4,773,metres,2011-10-20T10:38:47.710Z,CONVERSION
11450,null,null,null,50.57272,-112.043843,null,5,SE,19,15,4,1990,null,null,SE-05-019-15-W4,768,metres,2011-10-20T10:38:47.710Z,CONVERSION
11451,null,null,null,52.421701,-113.722191,null,8,SW,40,26,4,1960,null,75 m north of house in pump house,SW-08-040-26-W4,852,metres,2011-10-20T10:38:47.710Z,CONVERSION
11452,null,null,null,52.368166,-113.581195,null,19,NE,39,25,4,null,null,2 m south of house,NE-19-039-25-W4,896,metres,2011-10-20T10:38:47.710Z,CONVERSION
11453,null,null,null,52.419747,-113.722276,null,5,SW,40,26,4,2004,null,25 m south of house,SW-05-040-26-W4,854,metres,2011-10-20T10:38:47.710Z,CONVERSION
11454,null,null,null,51.856871,-113.265533,null,25,SE,33,24,4,1952,null,In basement of house,SE-25-033-24-W4,872,metres,2011-10-20T10:38:47.710Z,CONVERSION
11455,null,null,null,51.44551,-113.38378,null,1,SE,29,25,4,1920,null,"1 meter east of residence, accessed from basement",SE-01-029-25-W4,911,metres,2011-10-20T10:38:47.710Z,CONVERSION
11456,null,254670,null,51.4457,-113.38322,null,1,SE,29,25,4,1985,null,25 m East of residence in yard,SE-01-029-25-W4,910,metres,2011-10-20T10:38:47.710Z,CONVERSION
11457,null,null,null,51.85916,-113.52664,null,30,SE,33,25,4,1950,null,40 m West of residence in shed.,SE-30-033-25-W4,932,metres,2011-10-20T10:38:47.710Z,CONVERSION
11458,null,263323,null,51.45353,-113.33105,null,4,NW,29,24,4,1995,null,80 meters East of Residence,NW-04-029-24-W4,914,metres,2011-10-20T10:38:47.710Z,CONVERSION
11459,null,141277,null,51.44567,-113.33221,null,4,SW,29,24,4,1977,null,2 meters East of residence,SW-04-029-24-W4,930,metres,2011-10-20T10:38:47.710Z,CONVERSION
11460,null,141830,null,51.8596,-113.49914,null,28,SW,33,25,4,1949,null,35 m east of residence in shed,SW-28-033-25-W4,917,metres,2011-10-20T10:38:47.710Z,CONVERSION
11461,null,220674,null,51.44598,-113.33005,null,4,SW,29,24,4,1982,null,50 meters NE of residence in well pit,SW-04-029-24-W4,931,metres,2011-10-20T10:38:47.710Z,CONVERSION
11462,null,125561,null,51.00307,-113.7019,null,34,NW,23,27,4,1978,null,Approx. 2 metres North of house (House Well),NW-34-023-27-W4,1011,metres,2011-10-20T10:38:47.710Z,CONVERSION
11463,null,125564,null,51.00564,-113.70168,null,34,NW,23,27,4,1974,null,Approx. 5 metres West of house (House Well),NW-34-023-27-W4,1015,metres,2011-10-20T10:38:47.710Z,CONVERSION
11464,null,1610271,null,50.99714,-113.70439,null,33,SE,23,27,4,2006,null,"Approx. 2 metres East of trailer, in red shed",SE-33-023-27-W4,1008,metres,2011-10-20T10:38:47.710Z,CONVERSION
11465,null,null,null,51.89032,-113.73443,null,2,NW,34,27,4,null,null,Well bore east of house,NW-02-034-27-W4,947,metres,2011-10-20T10:38:47.710Z,CONVERSION
11466,null,238826,null,50.99628,-113.70458,null,33,SE,23,27,4,1992,null,Approx. 5 metres Southwest of house (House Well),SE-33-023-27-W4,1001,metres,2011-10-20T10:38:47.710Z,CONVERSION
11467,null,1625179,null,51.8904,-113.7344,null,2,NW,34,27,4,2007,null,well bore east of house and south of the old well,NW-02-034-27-W4,948,metres,2011-10-20T10:38:47.710Z,CONVERSION
11468,null,125562,null,51.00383,-113.70194,null,34,NW,23,27,4,1974,null,under cement pad on East side of house; basement walk-out (House Well),NW-34-023-27-W4,1013,metres,2011-10-20T10:38:47.710Z,CONVERSION
11469,null,225429,null,51.49843,-113.63734,null,20,NW,29,26,4,1984,null,Approx. 15 metres Southeast of House (House Well),NW-20-029-26-W4,930,metres,2011-10-20T10:38:47.710Z,CONVERSION
11470,null,150796,null,51.50274,-113.533762,null,24,NW,29,26,4,1990,null,Approx. 7 metres Northwest of shop (NW 24 Well),NW-24-029-26-W4,917,metres,2011-10-20T10:38:47.710Z,CONVERSION
11471,null,291501,null,51.0073,-113.69535,null,34,NW,23,27,4,1998,null,Approx. 1 metre Southwest of shed (House Well),NW-34-023-27-W4,1016,metres,2011-10-20T10:38:47.710Z,CONVERSION
11472,null,125559,null,51.00198,-113.7018,null,34,NW,23,27,4,1975,null,Approx. 1 metre East of house in basement walk-out (House Well),NW-34-023-27-W4,1024,metres,2011-10-20T10:38:47.710Z,CONVERSION
11473,null,null,null,51.47484,-113.665261,null,13,SE,29,27,4,null,null,Well is located west of old house,SE-13-029-27-W4,970,metres,2011-10-20T10:38:47.710Z,CONVERSION
11474,null,132103,null,52.854842,-113.778783,null,1,NE,45,27,4,1985,null,located in shed,NE-01-045-27-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11475,null,169176,null,52.189487,-113.672758,null,20,SE,37,26,4,1967,null,in pit in grass section in feed lot,SE-20-037-26-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11476,null,null,null,52.698308,-112.885163,null,18,SE,43,20,4,null,null,20 m west of house,SE-18-043-20-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11477,null,null,null,52.213799,-113.291445,null,25,NE,37,24,4,null,null,2 m north of house,NE-25-037-24-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11478,null,null,null,50.89347,-113.488979,null,25,SW,22,26,4,1997,null,60 m south of shop by pond,SW-25-022-26-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11479,null,null,null,51.066087,-113.491551,null,19,NW,24,25,4,null,null,2.1 m east of pump shack,NW-19-024-25-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11480,null,257760,null,52.163836,-113.247655,null,8,SE,37,23,4,1980,null,Well located 2 metres south of the old garage,SE-08-037-23-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11481,null,251405,null,51.313967,-113.703975,null,14,NW,27,27,4,1963,null,"SE of main house, 200 ft. away",NW-14-027-27-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11482,null,null,null,50.950851,-113.623472,null,18,SW,23,26,4,null,null,South of house under cement block,SW-18-023-26-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11483,null,225089,null,50.988244,-113.259875,null,26,NW,23,24,4,1993,null,southwest of house by driveway,NW-26-023-24-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11484,null,291704,null,51.995182,-113.301939,null,12,NE,35,24,4,1999,null,"South of house, 21 m away",NE-12-035-24-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11485,null,288419,null,51.21173,-113.578408,null,9,NW,26,26,4,1997,null,"West of the west house, 30 ft. away",NW-09-026-26-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11486,null,null,null,50.971915,-113.261518,null,22,SE,23,24,4,2007,null,30 m west of road,SE-22-023-24-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11487,null,150094,null,52.053074,-113.604913,null,35,NE,35,26,4,1990,null,"North of house, 90 m away",NE-35-035-26-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11488,null,null,null,51.431215,-113.558983,null,35,SW,28,26,4,null,null,North side; walk out,SW-35-028-26-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11489,null,288443,null,51.354679,-113.595968,null,33,NE,27,26,4,1996,null,"NE corner of pump house, 2 m away",NE-33-027-26-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11490,null,239704,null,51.694734,-112.838751,null,31,SW,31,20,4,1988,null,East of corrals,SW-31-031-20-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11491,null,290025,null,51.040054,-113.284579,null,16,SE,24,24,4,1998,null,60 m SE of shop,SE-16-024-24-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11492,null,41718,null,52.08886,-113.482643,null,15,SE,36,25,4,null,null,pump house in field,SE-15-036-25-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11493,null,293527,null,51.352227,-113.621611,null,32,NE,27,26,4,1999,null,"East from house, 150-200  m away",NE-32-027-26-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11494,null,232591,null,52.929217,-113.083893,null,35,NE,45,22,4,null,null,10 m south of house in pit,NE-35-045-22-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11495,null,null,null,51.039833,-113.440153,null,16,SW,24,25,4,null,null,Approx. 6.5m east of house,SW-16-024-25-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11496,null,null,null,51.077413,-113.330122,null,29,NW,24,24,4,null,null,12 m off SW corner of barn,NW-29-024-24-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11497,null,null,null,51.03069,-113.494715,null,12,NE,24,26,4,null,null,"Between house, mobile, and shop",NE-12-024-26-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11498,null,null,null,51.845112,-113.311463,null,23,SW,33,24,4,1983,null,NW corner of SW-23 in pump house,SW-23-033-24-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11499,null,null,null,51.451564,-113.45258,null,4,SE,29,25,4,null,null,20 m SW of house,SE-04-029-25-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11500,null,null,null,51.546964,-113.537145,null,12,SW,30,26,4,null,null,50 m north of house,SW-12-030-26-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11501,null,298456,null,52.019264,-113.059606,null,22,SE,35,22,4,null,null,40 m west of abandoned house,SE-22-035-22-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11502,null,null,null,52.267512,-112.983025,9,18,NE,38,21,4,null,null,5 m SW of house,9-18-038-21-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11503,null,null,null,51.538724,-113.472523,null,4,SW,30,25,4,1985,null,Household and Livestock,SW-04-030-25-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11504,null,null,null,52.234814,-113.598379,5,1,SW,38,26,4,2006,null,east side of house,5-01-038-26-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11505,null,null,null,52.223201,-113.64494,null,34,NW,37,23,4,1997,null,"In garden, 15m northeast of the house",NW-34-037-23-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11506,null,null,null,52.381986,-113.482646,null,25,SW,39,25,4,null,null,1.5 m SE of house in pit,SW-25-039-25-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11507,null,null,null,52.337963,-112.882598,null,7,SW,39,20,4,null,null,8 m west of office,SW-07-039-20-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11508,null,null,null,52.347206,-112.896132,null,13,SW,39,21,4,null,null,9 m east of house,SW-13-039-21-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11509,null,null,null,52.325331,-112.897133,null,1,NW,39,21,4,null,null,10 m north of house,NW-01-039-21-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11510,null,259107,null,52.417055,-113.044641,null,1,NW,40,22,4,null,null,3 m south of large galvanized tank,NW-01-040-22-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11511,null,null,null,52.336706,-112.982905,null,8,SE,39,21,4,null,null,5 m south of house,SE-08-039-21-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11512,null,null,null,52.139714,-113.708333,null,31,NW,36,26,4,null,null,15 m south of house in pumphouse,NW-31-036-26-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
