WELL_ID,GOA_WELL_ID,WELL_GIC_ID,WELL_GIC_ID_TEXT,LATTITUDE,LONGITUDE,LSD,SECTION,QTR,TOWNSHIP,RANGE,MERIDIAN,YEAR_WELL_DRILLED,YEAR_WELL_DRILLED_TEXT,WELL_LOCATION,LEGAL_LAND_LOCATION,ELEVATION,ELEVATION_UNITS,CREATE_TIMESTAMP,CREATE_USERID
1,null,null,null,51.016138,-113.270526,null,3,NE,24,24,4,null,null,approx. 1/2 mile south of barn on south fence line,NE-03-024-24-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
2,null,null,null,51.039117,-113.242148,null,14,SE,24,24,4,null,null,in quonset on north side of big door,SE-14-024-24-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
3,null,null,null,51.38762,-113.123935,null,14,SE,28,23,4,null,null,approx. 175 feet northwest of house,SE-14-028-23-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
4,null,null,null,51.165574,-112.870591,null,28,NE,25,21,4,null,null,null,NE-28-025-21-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
5,null,null,null,51.400417,-112.950217,null,18,NW,28,21,4,null,null,approx. 250 feet south of house,NW-18-028-21-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
6,null,291527,null,51.034039,-113.309358,null,8,NE,24,24,4,1998,null,in northeast corner of garage,NE-08-024-24-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
7,null,291528,null,51.032981,-113.309191,null,8,NE,24,24,4,1998,null,in pumphouse approx. 30 feet north of house,NE-08-024-24-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
9,null,136149,null,52.041116,-113.457584,1,35,SE,35,25,4,null,null,null,1-35-035-25-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
10,null,136150,null,52.044729,-113.463069,1,35,SE,35,25,4,null,null,null,1-35-035-25-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
11,null,233098,null,53.076538,-112.607832,4,29,SW,47,18,4,null,null,null,4-29-047-18-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
13,null,233489,null,52.984901,-110.844424,14,20,NW,46,6,4,null,null,null,14-20-046-06-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
14,null,143247,null,52.88495,-112.47361,16,13,NE,45,18,4,null,null,null,16-13-045-18-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
15,null,138518,null,53.105854,-112.637849,1,1,SE,48,19,4,null,null,null,1-01-048-19-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
16,null,235382,null,51.681786,-113.093577,5,29,SW,31,22,4,null,null,null,5-29-031-22-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
17,null,235756,null,52.532262,-110.814717,13,16,NW,41,6,4,null,null,null,13-16-041-06-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
18,null,null,null,53.0099,-113.575849,6,33,SW,46,25,4,null,null,null,6-33-046-25-W4,null,metres,2011-10-20T10:38:47.000Z,CONVERSION
19,null,237016,null,53.072312,-113.49477,10,19,NE,47,24,4,null,null,null,10-19-047-24-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
20,null,237017,null,53.072312,-113.49477,10,19,NE,47,24,4,null,null,null,10-19-047-24-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
21,null,237088,null,53.072371,-113.458182,12,21,NW,47,24,4,null,null,null,12-21-047-24-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
22,null,237096,null,53.072371,-113.458182,12,21,NW,47,24,4,null,null,null,12-21-047-24-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
23,null,237425,null,53.092338,-113.516104,1,36,SE,47,25,4,null,null,null,1-36-047-25-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
24,null,237646,null,53.08694,-113.470398,9,29,NE,47,24,4,null,null,null,9-29-047-24-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
25,null,237849,null,53.08348,-113.490215,9,30,NE,47,24,4,null,null,null,9-30-047-24-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
26,null,237940,null,52.507229,-113.337189,4,12,SW,41,24,4,null,null,null,4-12-041-24-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
27,null,238716,null,52.538324,-113.100648,1,21,SE,41,22,4,null,null,null,1-21-041-22-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
28,null,238835,null,51.477964,-111.311828,6,14,SW,29,10,4,null,null,null,6-14-029-10-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
29,null,238841,null,53.085396,-113.469334,9,29,NE,47,24,4,null,null,null,9-29-047-24-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
30,null,240453,null,51.887328,-112.740822,5,2,SW,34,20,4,null,null,null,5-02-034-20-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
31,null,241806,null,52.079974,-113.314448,12,12,NW,36,24,4,null,null,null,12-12-036-24-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
32,null,132562,null,52.783646,-113.184651,15,7,NE,44,22,4,null,null,null,15-07-044-22-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
33,null,132568,null,52.78431,-113.165719,14,8,NW,44,22,4,null,null,null,14-08-044-22-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
35,null,null,null,52.773611,-113.147224,4,9,SW,44,22,4,null,null,null,4-09-044-22-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
36,null,132577,null,52.783888,-113.1275,16,9,NE,44,22,4,null,null,null,16-09-044-22-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
37,null,132579,null,52.773096,-113.108966,2,10,SE,44,22,4,null,null,null,2-10-044-22-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
38,null,130446,null,52.539599,-112.278271,5,20,SW,41,16,4,null,null,null,5-20-041-16-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
39,null,130634,null,52.58317,-111.426397,2,6,SE,42,10,4,null,null,null,2-06-042-10-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
40,null,130758,null,50.702583,-113.533527,13,15,NW,20,26,4,null,null,null,13-15-020-26-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
41,null,130759,null,50.702242,-113.53392,13,15,NW,20,26,4,null,null,null,13-15-020-26-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
42,null,130760,null,50.702333,-113.533611,13,15,NW,20,26,4,null,null,null,13-15-020-26-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
43,null,130879,null,50.708611,-113.630444,8,23,SE,20,27,4,null,null,null,8-23-020-27-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
44,null,130881,null,50.706586,-113.624637,4,24,SW,20,27,4,null,null,null,4-24-020-27-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
45,null,127184,null,50.514303,-113.241421,2,16,SE,18,24,4,null,null,null,2-16-018-24-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
46,null,242012,null,51.590162,-113.049863,13,21,NW,30,22,4,null,null,null,13-21-030-22-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
47,null,242777,null,52.467043,-113.139544,6,29,SW,40,22,4,null,null,null,6-29-040-22-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
48,null,242921,null,52.500499,-113.223166,9,3,NE,41,23,4,null,null,null,9-03-041-23-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
49,null,246003,null,52.977676,-110.844401,5,20,SW,46,6,4,null,null,null,5-20-046-06-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
50,null,246479,null,52.9777,-110.832293,7,20,SE,46,6,4,null,null,null,7-20-046-06-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
51,null,246482,null,52.977676,-110.844401,5,20,SW,46,6,4,null,null,null,5-20-046-06-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
52,null,251618,null,53.164341,-111.953541,4,26,SW,48,14,4,null,null,null,4-26-048-14-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
53,null,251620,null,53.166392,-111.955606,8,27,SE,48,14,4,null,null,null,8-27-048-14-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
54,null,253750,null,51.650566,-113.986433,3,13,SW,31,29,4,null,null,null,3-13-031-29-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
55,null,253899,null,51.76002,-113.893784,11,22,NW,32,28,4,null,null,null,11-22-032-28-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
56,null,253900,null,51.759934,-113.890616,10,22,NE,32,28,4,null,null,null,10-22-032-28-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
57,null,253901,null,51.761318,-113.893666,11,22,NW,32,28,4,null,null,null,11-22-032-28-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
58,null,253907,null,51.764566,-113.86785,14,23,NW,32,28,4,null,null,null,14-23-032-28-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
59,null,253920,null,51.76726,-113.87735,4,26,SW,32,28,4,null,null,null,4-26-032-28-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
60,null,253921,null,51.767616,-113.877099,4,26,SW,32,28,4,null,null,null,4-26-032-28-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
61,null,253940,null,51.774723,-113.902005,12,27,NW,32,28,4,null,null,null,12-27-032-28-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
62,null,253949,null,51.77796,-113.919589,13,28,NW,32,28,4,null,null,null,13-28-032-28-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
63,null,253998,null,51.785283,-113.905399,8,33,SE,32,28,4,null,null,null,8-33-032-28-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
64,null,254004,null,51.789816,-113.909966,10,33,NE,32,28,4,null,null,null,10-33-032-28-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
65,null,254453,null,51.8532,-113.333283,4,27,SW,33,24,4,null,null,null,4-27-033-24-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
66,null,105428,null,52.635917,-112.334555,16,23,NE,42,17,4,null,null,null,16-23-042-17-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
67,null,107548,null,53.711909,-111.12816,13,33,NW,54,8,4,null,null,null,13-33-054-08-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
68,null,255500,null,52.070166,-113.436833,16,1,NE,36,25,4,null,null,null,16-01-036-25-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
69,null,255594,null,50.313522,-113.684603,4,5,SW,16,27,4,null,null,null,4-05-016-27-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
71,null,256347,null,52.40383,-113.224186,16,34,NE,39,23,4,null,null,null,16-34-039-23-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
72,null,256378,null,50.394444,-113.762944,16,34,NE,16,28,4,null,null,null,16-34-016-28-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
73,null,256518,null,51.570001,-113.401386,12,13,NW,30,25,4,null,null,null,12-13-030-25-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
74,null,256735,null,52.053816,-113.58545,15,36,NE,35,26,4,null,null,null,15-36-035-26-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
75,null,113852,null,51.557483,-113.765333,10,8,NE,30,27,4,null,null,null,10-08-030-27-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
76,null,113916,null,51.582706,-113.710565,8,22,SE,30,27,4,null,null,null,8-22-030-27-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
77,null,114303,null,51.706799,-113.945299,13,32,NW,31,28,4,null,null,null,13-32-031-28-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
78,null,257504,null,52.191397,-112.691213,5,20,SW,37,19,4,null,null,null,5-20-037-19-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
79,null,null,null,52.19103,-112.69128,5,20,SW,37,19,4,null,null,null,5-20-037-19-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
80,null,257583,null,52.227631,-112.675032,16,32,NE,37,19,4,null,null,null,16-32-037-19-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
81,null,103967,null,52.054292,-113.102275,16,32,NE,35,22,4,null,null,null,16-32-035-22-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
82,null,103971,null,52.047892,-113.099491,5,33,SW,35,22,4,null,null,null,5-33-035-22-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
83,null,104090,null,52.047766,-113.24185,5,33,SW,35,23,4,null,null,null,5-33-035-23-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
84,null,104414,null,52.112843,-113.003373,13,19,NW,36,21,4,null,null,null,13-19-036-21-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
85,null,104425,null,52.100894,-112.890634,1,23,SE,36,21,4,null,null,null,1-23-036-21-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
86,null,104439,null,52.115491,-112.999456,4,30,SW,36,21,4,null,null,null,4-30-036-21-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
87,null,104440,null,52.121483,-113.0037,12,30,NW,36,21,4,null,null,null,12-30-036-21-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
88,null,104443,null,52.133433,-112.902883,6,35,SW,36,21,4,null,null,null,6-35-036-21-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
89,null,104477,null,52.056976,-113.066307,3,3,SW,36,22,4,null,null,null,3-03-036-22-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
90,null,104504,null,52.074559,-113.054957,8,10,SE,36,22,4,null,null,null,8-10-036-22-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
91,null,257672,null,52.212049,-112.784934,14,27,NW,37,20,4,null,null,null,14-27-037-20-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
92,null,257905,null,51.602702,-113.335133,16,29,NE,30,24,4,null,null,null,16-29-030-24-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
94,null,258708,null,52.526843,-113.126731,8,17,SE,41,22,4,null,null,null,8-17-041-22-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
95,null,null,null,51.70347,-113.565942,null,36,NW,31,26,4,1940,null,Corrals,NW-36-031-26-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
96,null,null,null,51.783496,-113.428415,null,36,SW,32,25,4,1994,null,Yard,SW-36-032-25-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
97,null,null,null,51.782695,-113.429329,null,36,SW,32,25,4,1966,null,House,SW-36-032-25-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
98,null,null,null,51.783475,-113.431604,null,35,SE,32,25,4,null,null,Pump house,SE-35-032-25-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
99,null,null,null,51.782389,-113.431515,null,35,SE,32,25,4,1991,null,House,SE-35-032-25-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
100,null,274165,null,52.462625,-113.576767,13,20,NW,40,25,4,1987,null,2m northeast of house on front lawn,13-20-040-25-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
101,null,null,null,52.456128,-113.580244,null,19,NE,40,25,4,null,null,25m northwest of house,NE-19-040-25-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
102,null,null,null,52.25964,-113.574843,null,18,SW,38,25,4,null,null,30 m east of house,SW-18-038-25-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
103,null,null,null,52.635562,-113.12555,null,20,NE,42,22,4,null,null,in horse corrals,NE-20-042-22-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
104,null,null,null,52.653034,-113.142439,null,32,SW,42,22,4,null,null,in pit in pumphouse behind home,SW-32-042-22-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
105,null,274305,null,52.45496,-113.504515,5,23,SW,40,25,4,null,null,null,5-23-040-25-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
106,null,null,null,52.452127,-113.51344,8,22,SE,40,25,4,null,null,null,8-22-040-25-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
107,null,null,null,52.172751,-113.652225,null,16,SE,37,26,4,1996,null,behind house on lawn,SE-16-037-26-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
108,null,null,null,52.267762,-113.600511,null,13,NW,38,26,4,null,null,in front yard,NW-13-038-26-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
109,null,null,null,52.268197,-113.596726,null,13,NW,38,26,4,2006,null,null,NW-13-038-26-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
110,null,null,null,52.145784,-113.552302,4,5,SW,37,25,4,2006,null,in pasture on west edge of quarter,4-05-037-25-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
111,null,1670078,null,52.267126,-113.594714,null,13,NW,38,26,4,null,null,north of house,NW-13-038-26-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
112,null,null,null,52.267386,-113.596766,null,13,NW,38,26,4,1998,null,East of house,NW-13-038-26-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
113,null,null,null,52.229607,-113.556026,15,31,NE,37,25,4,1949,null,well pit 30m northeast of house,15-31-037-25-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
114,null,null,null,52.357366,-113.626566,12,13,NW,39,26,4,null,null,well in concrete slab beside east side of house,12-13-039-26-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
115,null,null,null,52.331847,-113.679675,null,4,NE,39,26,4,null,null,spring water captured in wooden box,NE-04-039-26-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
116,null,null,null,52.198111,-113.740756,12,24,NW,37,27,4,null,null,null,12-24-037-27-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
117,null,287387,null,52.206789,-113.695532,null,30,SE,37,26,4,1997,null,in pumphouse east of south shed,SE-30-037-26-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
118,null,null,null,52.26776,-113.598562,null,13,NW,38,26,4,null,null,100 m north of house in woods,NW-13-038-26-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
119,null,298171,null,52.268249,-113.597227,null,13,NW,38,26,4,1999,null,in trees in front yard,NW-13-038-26-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
120,null,169546,null,52.190112,-113.671786,8,20,SE,37,26,4,null,30/6/1992,Alberta Eagle Drilling ltd.,8-20-037-26-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
121,null,null,null,52.11185,-113.697105,16,19,NE,36,26,4,null,null,10 m SW of house,16-19-036-26-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
122,null,281899,null,52.100263,-113.687713,4,20,SW,36,26,4,null,null,null,4-20-036-26-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
123,null,null,null,52.018882,-113.765786,5,23,SW,35,27,4,null,null,null,5-23-035-27-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
124,null,null,null,52.019236,-113.765647,5,23,SW,35,27,4,1980,null,null,5-23-035-27-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
125,null,116189,null,52.13928,-113.712849,null,31,NW,36,26,4,null,null,20 m SE of house,NW-31-036-26-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
126,null,null,null,52.226158,-113.66913,12,33,NW,37,26,4,null,null,In pit next to small white house,12-33-037-26-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
127,null,null,null,52.037799,-113.813488,null,28,NW,35,27,4,null,null,100 m west of house in pit,NW-28-035-27-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
128,null,104980,null,52.225472,-113.71532,12,31,NW,37,26,4,null,null,25 m east of residence in black pump house,12-31-037-26-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
129,null,null,null,52.268885,-113.600985,9,14,NE,38,26,4,null,null,Well is buried under a wood pile,9-14-038-26-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
130,null,null,null,52.110701,-113.696261,16,19,NE,36,26,4,null,null,5 m west of house,16-19-036-26-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
131,null,null,null,52.112816,-113.644738,13,22,NW,36,26,4,null,null,fenced off in field,13-22-036-26-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
132,null,null,null,52.268459,-113.599494,null,13,NW,38,26,4,1999,null,in yard west of house,NW-13-038-26-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
133,null,1470210,null,52.146607,-113.700954,null,6,SE,37,26,4,null,null,20 m west of house,SE-06-037-26-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
134,null,null,null,51.96907,-113.686463,3,5,SW,35,26,4,null,null,null,3-05-035-26-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
135,null,null,null,52.072471,-113.71996,1,12,SE,36,27,4,null,null,in pit 5 m north of house,1-12-036-27-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
136,null,null,null,52.131879,-113.694191,null,32,SW,36,26,4,1948,null,In basement of house,SW-32-036-26-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
137,null,115468,null,51.763966,-113.983866,15,24,NE,32,29,4,null,null,null,15-24-032-29-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
138,null,115479,null,51.785316,-113.999083,8,35,SE,32,29,4,null,null,null,8-35-032-29-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
139,null,115989,null,52.082924,-113.24108,13,9,NW,36,23,4,null,null,null,13-09-036-23-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
140,null,116007,null,52.085533,-113.234866,3,16,SW,36,23,4,null,null,null,3-16-036-23-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
141,null,116008,null,52.088472,-113.235583,6,16,SW,36,23,4,null,null,null,6-16-036-23-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
142,null,116017,null,52.085833,-113.276999,2,18,SE,36,23,4,null,null,null,2-18-036-23-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
143,null,116019,null,52.09699,-113.290016,13,18,NW,36,23,4,null,null,null,13-18-036-23-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
144,null,116052,null,52.116125,-113.209313,3,27,SW,36,23,4,null,null,null,3-27-036-23-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
145,null,116053,null,52.116242,-113.209347,3,27,SW,36,23,4,null,null,null,3-27-036-23-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
146,null,116064,null,52.123349,-113.240949,12,28,NW,36,23,4,null,null,null,12-28-036-23-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
148,null,116072,null,52.114274,-113.282815,3,30,SW,36,23,4,null,null,null,3-30-036-23-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
149,null,116094,null,52.05628,-113.627123,1,3,SE,36,26,4,null,null,null,1-03-036-26-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
150,null,116738,null,52.144666,-113.364666,1,4,SE,37,24,4,null,null,null,1-04-037-24-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
151,null,416649,null,51.849557,-114.31471,9,23,NE,33,3,5,null,null,null,9-23-033-03-W5,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
152,null,416651,null,51.8423,-114.291111,7,24,SE,33,3,5,null,null,null,7-24-033-03-W5,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
153,null,416652,null,51.84954,-114.291104,9,24,NE,33,3,5,null,null,null,9-24-033-03-W5,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
154,null,416658,null,51.856883,-114.314706,8,26,SE,33,3,5,null,null,null,8-26-033-03-W5,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
155,null,420682,null,55.3602,-118.126916,4,32,SW,73,1,6,null,null,null,4-32-073-01-W6,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
157,null,null,null,53.59896,-116.136674,13,22,NW,53,15,5,null,null,null,13-22-053-15-W5,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
159,null,383693,null,54.315638,-114.920332,5,36,SW,61,7,5,null,null,null,5-36-061-07-W5,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
160,null,478220,null,52.388471,-114.847484,9,30,NE,39,6,5,null,null,null,9-30-039-06-W5,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
161,null,478202,null,52.381163,-114.83551,6,29,SW,39,6,5,null,null,null,6-29-039-06-W5,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
162,null,285467,null,52.600427,-113.338703,5,12,SW,42,24,4,null,null,null,5-12-042-24-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
163,null,285462,null,52.581918,-112.996671,3,5,SW,42,21,4,null,null,null,3-05-042-21-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
165,null,null,null,52.451582,-112.832852,4,21,SW,40,20,4,null,null,null,4-21-040-20-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
166,null,null,null,53.090374,-113.466998,16,29,NE,47,24,4,null,null,null,16-29-047-24-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
167,null,286511,null,52.056423,-113.610759,2,2,SE,36,26,4,null,null,null,2-02-036-26-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
168,null,286786,null,53.079589,-113.494772,1,30,SE,47,24,4,null,null,null,1-30-047-24-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
169,null,287327,null,52.273124,-113.497478,14,15,NW,38,25,4,null,null,null,14-15-038-25-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
170,null,288511,null,51.577305,-113.379083,4,19,SW,30,24,4,null,null,null,4-19-030-24-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
172,null,288541,null,51.788477,-113.999579,9,35,NE,32,29,4,null,null,null,9-35-032-29-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
173,null,288705,null,52.63325,-112.644166,9,22,NE,42,19,4,null,null,null,9-22-042-19-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
174,null,288709,null,52.580211,-112.989807,2,5,SE,42,21,4,null,null,null,2-05-042-21-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
175,null,290074,null,51.500583,-113.369555,14,19,NW,29,24,4,null,null,null,14-19-029-24-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
176,null,290075,null,51.601418,-113.337231,9,29,NE,30,24,4,null,null,null,9-29-030-24-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
177,null,290287,null,52.673846,-112.953258,5,2,SW,43,21,4,null,null,null,5-02-043-21-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
178,null,290377,null,53.072327,-113.482568,12,20,NW,47,24,4,null,null,null,12-20-047-24-W4,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
179,null,471389,null,53.675766,-115.025116,3,19,SW,54,7,5,null,null,null,3-19-054-07-W5,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
180,null,471390,null,53.675866,-115.025399,3,19,SW,54,7,5,null,null,null,3-19-054-07-W5,null,metres,2011-10-20T10:38:47.710Z,CONVERSION
